puuid,leaguePoints
EkqkjJNnVJpM7PsQxr8WTFjwtQ-I37F6d8kNOw5GZIBk1or3QTLflKCbjnbI6s3l1cAhYADPVpBtsw,321
f4YlfOTyQWIQ1qJVeLhcTJXBT226uprsPo1_ZoZt65tMEXJGRyXq5K0jcPVQDNogkPuxVILD6i-pyw,321
hXIEXuSk5bsS6UQXWNjog6XkximgpCSVxPXgT7GRrbuO2dIIDZTBQeDVIdMbZNlf3iA7ABN-ROyZiQ,321
MdSv6arUk3vWdB_6WV5zBRe07NenJHHZhLxrMZXeBwnBErUw3Sm1RbngNHmV0cKfTKKSJWqvcIfnQQ,321
jeYHTavw2JE7Png3sIx6oSFpGztfbqFsLFoI3xPF4HUIC2BNEzq4hPK3SfbMtqiVD42-lC-ygFtL9w,321
u8yGszRjPogdysVY_W7HWx-_v2zKF15JHnlhiAI9kPfvcTERcPjxq-4cYE27QU9pXKPlBx44wUSToA,321
JvAhj_LBsGWn0oeG1-5CcV4Xh8M4-YbTK5w_ZXyF-gCpcZdTPNmnIU7Kv8JtUAw5K1pe6pvFmsLK1w,321
iI8U5nkeOUnM8NX85j5G9AcUmlYW8b5ojZRDkXRFF0xdnEmTAHKfSoZtD8h7R5OBXTG-W-g09-gqag,321
MA8TcY3ukioW4PMkd1ORk4v7PI4QV4RRpNuN0xQZsHaeGVSdatTggg05GBm_Md_AoVPzH8CRm1BV4w,321
8ITCDfOICMGFaUYm4Cj0cIks2tXQRQN2AMcxEpKL9c9D2yjeEdOKxkwamI_vTIhF5izuTPFyKIRgcA,321
eYhuFNAxLwJf6-YNr-s-SiwHbNewOqpXGPHZ4xWOhisRhnGIEioAccPDPQacNud6XdQ3q8EDd1RVAA,321
UxuANagPWZbXpk8esdTp1D9xucnfyZHEf_j6b1_GDiBFJACPWVjvAsv6I4ObMibyjxGvYUdFlo_LXA,320
YowvfvwAliBpDJlyutGepj3jSeyulDjpblry9SBtkMEty9FxwNUS657lUxSmN44Mdrf7rdFyP85Gvw,320
KMiwK0KW3Ojb8DPFEK9HcJXNhbbbIMx1YXcuFt9semEPAstnmlp9BeDtFoVPLShqpzjMgeMy7QBjPA,320
R2gHZEF79ro0ReaHxx4Qv9Kqf-HLZRt8Hc0A-Y6i5inGnAl0mngRNi7_k_0M3tHzV-OUN2EbId0gIQ,320
3ZcHnMqIqD4x1C_XyOb_slzgJhLGsK9rPcZDn1vN9GccSLIB99oDMLohzqtuUb0uYk0H_0hklSgE3g,320
qAut2jcLbyzMMwApPIxcMDAt0uHgnJnzICrJUuuPApqaSuQqzw_qIbRxn1TO8dnX3IJCL-YFWwvZ0w,320
GJkztBNiqjGtIu-s1OCGDuklAFqfTQb9m7dV6-nqqnRfBrR_rGsPSkL7CSDxTdpDagjdveH2VfDUrQ,320
XcrKrraWJN2uWrN8ve8HHXcHNRYce1ryjGa7t-tHhk1EcRiQ8_Nmjchkm3lTTTb3Y0OhsinRWVp9yg,320
LwXFhCp3Dgiy54pPrkvWuYOE6NxEV6g30MQUslMKnLb_JJC0IID9AWqTABQJOF36e8JLZka8rg-_wg,320
ZBr7l1aPdOIGwHlDpG_tF7bk6YuE0kGt83kNuUOyTmVvcGhom3oJ3HL7ZOPJOPKXn6eGvmMQMtlJPg,319
zbgjHKvHxmzE57ue2w4OnbNHvLvYX4NLh1qh3I5gOa5tHibnxENuK-T7soHspnQLvxDFu-zlZPlDJw,319
zH2zn0nLdZmCU7nIVa9rAOQkR86nAzFzR4yfzfJ2v2TbP3HuFxE5-OqSMaUTUmfU5lAOpEIYY8tdXQ,319
Rr7UcuQP3mFm9VIE55C2mEXZMv3vhtqPZ38Z8HnAOfMQppDsljRI5bUg1k1uwjiGaGktMA84LC4fnw,319
OH9it9c1Chr6z8phY_RzKryJDsRCpFMkpEJJuVzox3AKsc9kHz7L2X-Wk9mp8ItrN8WtjA0MjzkKgQ,319
eUsB6m4InZTG9pf4aaaoXGAESQ3GcXflwVZql7xHu_32YbmpTws5-5bUcWP9tmF2WjNKiBs5A28Oeg,319
8NxFvDvejiNDzany2IYAJ5g5V398JEbSzA9FssoBGxYxs271uARe9gI1iY-g5AzhL6y7W3RjgACVZA,319
OV1CRWXE0ijkhkW_pfXV1Ko-mj-pDX_D4k4lpwP5ZcYIJ3ikb_EyhW46pz8Dm6qp9TpzC6g8c00AAA,319
3gBMEhlvUA2ZPyooq-0B1lMqjcqSBqsgi-WlVjCealkF6m7MKvK6OvfJcg2NR8NAKQtjO64VhvZ3kg,319
M4z6ScZ1NLUoNJ5q0nStwcLy2wCCeCudFdJVNTsz0ibEyDq306Vg1vsfaYTSCrXMF5ZHK2ylBKGnzQ,319
lEgBgA7qb8NiTb3yd4IHxG0Vhi7oiLv4JDJD612_QYkJev1dGOb5s5HODx8lInYiVTlIy2CLOrCiwg,319
8QIRjPlwnC1nhbTLoFmcAaQMaoZmUYdCPdaQRdcWLNv4qgGN6F0EybiyJgUBS0sXtMjyaK6eF_nfhg,319
8CocK76TIpTRInDV_-oK0CgmVoUYV8xz3J-VubXkpqc_-VjgtVo-teGNf008bzAvqMl4156Di4omhQ,319
tWT50c9_CfWV7MVxEmiz4FcoMsblLdUN4gUrpYnJTLNy0ESmEBwL60b1VIiUp9MaPwtMpA9tRYrzFA,319
CP8eqz-bO4dw8gYrdE5sARhcVoDjRcFPFDI-z6CuOIkRf1iNFZpQOi1zL20ldq7QBHiwJiFx1EduHw,319
U9j2u5hhtEWjrhD6LNP-_2cPODz9aLKwAibMsbbDKH_qM9baoR1ICKhtsjsh_klNCQ2DrPxXeXYO4w,319
5iCPdzKo4NgEYk9W9zfG1OzcTCxB4w3dsjCprhpaU-HBvvnH6gW5ZNOAgKB2uSck_H8BBlsc86azHw,319
StgV-6ehqX01E1YCLzbFpPahP1E6VoX2nA1XhNIR4PajvBlhyLjbbklnpZQs-pVaTNlF-FnYe115zg,319
qPaUUDE4REkha1YPXZ5SFgvIoe5b7EIa9-OGgtIN3eAfu2fOJyDWn-upm2yqEZAWvBVNbnmMltJHKA,319
w7mVuyLvgWODtRnqr4VICEJltt7Sq21Sz7FA_ILMIIwWbigHdKH6sHHmZ-1GvEYzMu-DuvyA7WkoZw,319
FKhgJK7N3XDj44CypULOw4gnHjWAXRvYzf7HKbJ2OlpzitueoCBxw6wvLhPWiyj4eoOrZQrME1PfkQ,318
1OxO4wZknA4EiNlbfbb4AWCx1Rr61dwzj0pxoK6t02eGOQUkdsknzuz-x4e84jctXURlriiFjLczIg,318
Ee6obR3QaxXlmOtXGwEhji0nVEHcTxTVxfO_cSnmfQkoU_9wSGEjt_4nJIr7OAhhH--aGgBepMl9mA,318
w1OwU3Y5F3PHXBfnwKUh92LwrXHCeQUnpCWfk3aDTsMAB-zi_qpcLOxcVEHfwvQcjMxcGqaDsw8Baw,318
6ovAWaHESQdYrOPyqdiGGKdNR6PXCSwvnaMnkWxq4rwdQ10gZdZI3ivjZa-R9-LiIbLM2RKb5l4lUw,318
Pgzbbx9qHEJkBi-k-MSQpo2z3WxDJMRTcnIhMCyOVSxSUQWrvclgkGA0chpR50I4BRCqmmTe61VO9g,318
t1KZeTW53JWSUH95O2D7XJxgzWx4FhOyK9svwknxPWTgNPZKPgLGOp2t9tw7yiaazSp0h0vMvXjU0A,318
TU-MDMWgP-w6B9w03aToX_zh4t5IIxU2V5D8AqSrICXG5ejUrtXipO-4HJ1qWTpWW4YUkOhdj3twqw,318
3f5JmM_qJ-qMzR6nYUstJxV50lmSGn3QDOV8AdBcFtSt3_-kfXd0jPcXMcb03udI9rOo19xgD-d99A,318
a1H39Hg42IN3RoTv2KAOyka7fY5E2lF42wRx9Doii_PJRBV1a5wRGoxf4qZTunUJTqhfNrmIuxLuXw,317
4xOIFv6IEZU5vDT9u9h6cp5V904473g5QXRC64UINwqCTFzF7z9s7p14ZcfK9rFqpW8sccCYSm3e2w,317
J-UarClTZehe1qBSaAfoXTThw8lpUtGAnmtwEn19qIpe-7dxOXwW8WUe_-_LIaKqN6GEFqcLpPtchQ,317
-ysiDzYOjMjcnaAGDn8mqwcuVA4NlY-TOzx9XdVGVY4X4zzj532Vq_fPeXhFQoNhsgdkE9PYQjyTJw,317
lj83AABLNaV7r-9IRGAcOoKB29KZYTb98ArMIBcCYmlXswUnxlwVj-hbu5TylsYhVNBPAKko8Bh6Fg,317
N5aI1JE4T_ELvJb-BAjLfr6Arch9BZjO1wUU_w1iM4xVlIQK-FtiS9v0s3PTAOgWbqtNq8KQ6hhOgw,317
N0YfM0_N2sitn1dTc6AGp3gJ2HHX_hCeSzLa5lW_t-6Wvq3SrW4PxbX7SpkYmKgLP2-Irr-jZkDnyw,317
MjiZtu8jpgNw8JbZoGcTDztR5vPKcKXxHkVbtJtHHjiLgD7Tyr4eRtHmY1LVmMVaMXdfiVafS7TKyA,317
L2Kicj-sw-NMyMddZmoxT5BZ-57cipMuLHMjeJK8t49sR1WhAkq96yPtOnn2WjypJNuPudKjkHnJ8Q,317
bOvc2zqTt0uXudMugVuWB2Md9ARvf00an4oLZIC5sTJenkrKGokq3GN91vFynZlpTcEZwtaX_Vt_HA,317
sX04wc0otcijii29CKOrGcyUP7nsIyJWKIXiC9jVJaFE2nzdtqHQqrtWCWhSmEqys-ZTTf1gKeFxmA,317
ORATarM-LS-8dQqguWe3aXkUh_EzPiXRNioZ3cBFnOW_FhS_bwUmumhOpOUQzzs5aNp0LzYyL_dwqQ,317
ITM3eBZoS0QQJIGxyrvlfS-zQylmdRriHgTxV2jsZga8WDcWRpi8auvZW-dGbvpWNypr3BYsHw5JLA,317
cOyok9FIVUMlIMv6TR3RwFW4louBbAIm6GzmieFdBp_nRr2s8TNAVojAlA6lcZLM-0jyGxcyy0xgkQ,317
ehyBdinngh-dLDe9rhxbGB_pBDhGSXrXIy1V3APSvTnxTHvix08rHJIWYZee8n1YCT5gC7UM7uwR_Q,317
ag_WiKwn9l-Mwp3TGqK25ywjA4tpOX0S2U0p8hlzO-5juIm2N-MujaxfBXkZytEOmt1f1dwMMzo0UQ,317
2ls-2d9cm-lWj01h2mt2uSQ_XZQxaB_YTBw_g5_VrXBpsrGBQg0Ft29HKv4MPAvkW7eLYgOpPAJbHw,317
GFpJach2WbbUVVgDs9H7U8f-VLT01ln7hZUnf_f2P1JD1H0JBUFPweeh6o9oEwPzDAe9QvSQicwYIA,317
UgTjdN7SOS_5DhoWHetyOWIegcH7a8wpl0rGn3WpqNmxX2h0nTF6TMFIkZ9JwQVRL6HrnGHPjY37GQ,316
pnP46axAJnNjiTKHOErYTL0_lIZMtNYOZZU_J3xpoik8aWmS6GL_R5sIT7njMpKNoazacMPBDG2zzQ,316
VLDpTzQpRPe07yiF68PaITjs7oYxuz8Q0xNtcOJztCcpp-HqNdH70uslonla8Z_IFps8yMjDafPM7A,316
uyc-a7tqOWSKzEhvKP3gAzUwyUSAteuumLKfwfJ77VR34DTMOdNhgkC6MZhmasJuj_JzRvqa2hmCjw,316
LUKJSFeumLeOadnSgR5DtBUI_Irf2seSpGsXk1rN5bIgr9HfHh4hN40caJUF0obR1WWArn23XdOWxQ,316
G0-d77kj2ZwVW8oUtW8_cWM6jgY6CnpdPGnts4zP-01b8oAuKkEYHaPpJeEez7dq3pC-YZZrvMRESQ,316
zO9L6ddouyghrs0nNZgVLPK02jkj2obrreUhkty1yIcpYJzjcBJFqU30xAUM5Fag8vrf6x-gBz7c4A,316
t0f7oXNHOoifqPnkIqorbtywgtPPzULMTDkwjterUUwNNKdy5DS3vVyJ6TA1_8Mp7kWU1fiDIs30eg,316
CbWkZqzeMGOMmODq3xMXRv0fFoTaMulA2gKkrFDVwu0o7woD-bkfz6CY87M2toI0Fz-0_vWMMAt0Mg,316
Hi32is0Yxg1xtTwVjkopi-7oCw2bjR2GZclkqeIhy_DoQxlrZYBGciQuZINnz_-dk7zbJDyM8G1A-g,316
HAL6FeTbTcDx8quBE8NRlfuUAqFR3wNtoDqDLjytNMjcVU41ng4N_Y0CKpNRXs6MRHlvbC9fTtg2Aw,316
mLsshQZ2v0QvuyEqABYY6aOy-kPY12Bq2HhyvWYIscTVd4WQ751KlEodbIU4xGkaiJqLzjd0OyShgQ,316
hAh8TC9hFo5hAVAfKcyISYESrbBMA99vHPd_bfJNDGPs6VU-IjU9Mr_3HTDj9m6JdC5NR7cgLrsLhw,316
1AvouSJbEqxr_ZbgnoOMr_GNJcFEkIW_OGWcweEuy6P0k11GS2ubk7uFD7W6QKrESiFo7hbwT6tk6Q,315
-G5kkOhO--KJ787KwSPEXIooTnafh2tsv9kvnjwu8MZIdVeB1DM8qQpk0KlWAnyszzg0H0-WcD5hCA,315
si9-Tp36DnSyzCS8uFqzNlrmLL5R2MVOJxwpVek194I2PEm8SoD5-NMfOPFFCwFPvCWKtpMDr-J4GA,315
L9KMry5wCQnS9vSeObG0gk8rb_spw9cg9TQAgGjFgQNu_vCnUH_A7gx5wr58godo5Rnc5BPnOJKRAA,315
9vcvReKlDT5XFIDdpMJurSXEvtrPIGeqbHjOzonDDf1-cLtM4zgCQoOWEkyorNhbDp4dbrJ4b2OVwg,315
_KwMQbEY6MlYmTy0YkURlLvUyocB7G2Z2HFDeo1X4Hh-i1OnkHcMtM_qPtTqvfKNYiHr4W_Ea3ifnA,315
xq39-1O3T85P-Jo778p2kuVER1ymD2UvVXulbMws4Zwquez_tJmCGAhBol3fKGsdbUmX2_77lVeRMQ,315
lvjvPTpAIl9OfGr6k0kV_47Wrpylyz1UnVoxeuNxcg0obQH7XbdAE8pxfjeFcHGlblSdah87dWO-Hg,315
FdPIApgBaatER1k1_t4bPma3IarSqj8G1s95i_21SIGB0KTdv1O_gEuLPcd6zUhPUmOZrsoQBM6bkw,314
KoTBv8v6-iejYtpC2Bh1zeqjO0crUrs6jWfxR0F3hQI0Xi4FvJ0MBOUB3mjkP2o-GM-ulIANxWHa5Q,314
6Kf_5mHsnVnNue4LTuwDxPgJ3tNV-1hVMTJRxwkVRvCjsWk_fovL1dHNcu0WRY0oouOoISZ4FxbZNQ,314
D3hfHwdJj5jD_Lnr7XBx3Y6xFyDPGm0PE1RlxTdPYJKLvvnVNNG97fy9oOy_wfc5AmMvdj7RJlSMZg,314
ckouKNluVnfcJrdIh_HZU9wVGtXyTiZ2H42PxyGK_K-2ncMBbtT15XttbO3B3vwsy_3Vhmr2f-ei0Q,314
NG2IxjdIrkHryoj8Mrrh0By6ZGw-hiJEAmtVzuGEUNawIiav4U_Ufih90hVUPramO_lOQ7rMmswk-Q,314
a0osYkmWS5AGbVn-Y20xgP2eimdFAmaanAjzPBA5CHR5TYma9tftw2zsBZFnkIdo_tK6ebVlL8t8vg,314
Zp-p85Cs8p6_sWEzxqkhsFXYCQsqzpFMtMg9jNL51hUZU2cjb1crILQ5xPPbMUEQ8RYR5s3Qz4wDuQ,314
gg4ghhB9fXvrgv2wM2fOZij4B4I8FEPnlGkbfxhtjN449V4ebahHkgf3IYtfNL9isVHcmG1kG8A_Lg,314
Qn1wtai3UWBhaFRz-fXYg6WlFRPvkt8pEzYV9kbcbbdKjHObvozQNQOLhMimmdVQriGrxe-va1pChg,314
WnBL3dDV99lVFeuQw3LqklrGQDdnRp9qhc9KbWinnA44bKHTwWg2UYFaZUSxYsWrBJ9FvaTewtP0Ig,314
eYSJ8Ze5xatchHlyJtGCvMjDFBv3amQf2KH2Hy6gCxTcZhhvi6a4EM9CvHFxd7apgb7oda_Xg2Negw,313
N-jh7ZASp1ZQ7PZzV8s8Q7RA72PLkAprFLBKiZp9ZKAu3RgsmigaONJG0Z7GrgMR1P-Xx9444sPjRg,313
1yv2HMrJ8m9CmGpZlOQPtK83vx1PQjnLjmIAyFn_uiX53IJX8CCEbKEHQcyV9_8iWh6grbi_LO19jA,313
jKjegpbsgPiYCm2362vYiWmC_fGBrpB0H1Pj7fYKBgr_m-p51Ulwq58XFbmkfA5HDGaxC2yJHw2kQQ,313
7FReX74JBDoahSpjY2MVtXo01ozBWE3Zzn3pCXRs9iOry8Gw6LkYucj169Hf1ln1reSPQpkvUlD_uw,313
p_S3ot0iZ-P10P-SzValpQ4j7yW0D2q22VGQHQp4V-VqYAmH2s8mH8xpqOJNbkZj6hkju39djdXlQg,313
YWYCuqqmSmZCFvfsyt7DDfbvACxKqWB7stAuoxKRnjydhlMDcVOmbk-WWTTVh3eCn9L_gM2t7Xp9pw,313
fb0bUlnyPJrc8PY8cSu2iqF9RzuQW0F4DVYdZ_emGV5M4TFJvIWU5Xp3QBtbjy1lUJsTwbNBAKF8kA,313
VqwHpocnBA_VK-mjZKJI_4SIt5crM8RShduaKEQIV2-pEIiT5sGqjl5CnLLDpQLYRX6iW4ckPG7XhA,313
cfqpGzPD2TPLoOCAhHmGA5Vhkte1CTeBvaaGVvU91gSOgQpSjzJKWLgDM-9JpRfc5AA4pr-feYSn9Q,313
sjt-XDTxsuUcIE-_ELc2d8v2Mp1vra6p6AF2I7YGCsADs6BP2t6GX7Hyc0a-S13qurt0JAMEyXlvAw,313
A-g9nLv4Gd8IFCgzTUaxAiX5ZlR8Cj80dP0ZdxXS_MqsBC8FkwA-wLguuttabKA8a9i-du-seJrIdA,313
PI1Nsk1rM9MRKNPkRWBHMx-Ozwa3NWH0Rbw7HKsEZYJy2yyvLVikma5xuCCOc478zPxlTyoS4bgScA,313
lUnL_iQX5yHMOtmSMGFfeKUXLjfbpWN8HqzKmqzDWCSfKxJXUJvgd0-QtvnkejF4Grtjk34paKyaAA,312
aRMh6qIfd5wz-nOEK5mixLwt-TkYf4VH1eMiHGjefRPFWjc1DltqUJleJuGNmdcE7ETNv6FSbrRT2A,312
ixRduxSHRWUawkt52PPeZ8pgxWhiF3uYr1BE5y4otreD7oZUnNUpUj_ahB5_jkxiFF2nWujhXvcSiA,312
gJmpNv-b0KYdv0-yeD9B2mFggFeMW_D46wkccMJR9gGBgzA5Ek7NYaSKpNqS0fHVKXfYKkJb62-E_A,312
7D1AYqOUP8nZapSRWF85gk0qtQMNo9LiKdF2SMbEv0WQmKBXuDnwJHj1zTGYMh3re0FnX_Lnllh6MQ,312
_gGIZ0SeswjHROxbIcszj3EPf3I0CkDeOrwA5jzjlrUTsl_jWODK0wldkNyg8A08qivPSsi1tInFZQ,312
8cBXVdupXBb0AGBgEko2FWHXSeq59pT5po5R58_p9z49VaNOvv8zzaEC1fc_9KuLXsbv2nAWl9QuAw,312
gOQxhGTcrkQCbDU3aWAcGJ__0f_YJ3D6RmkilArqOoA4eDwU47zYoyMOOMi4tcBKHc7T-OXppD2pUA,312
l5D3IvDl3uXBGEJL3ywdXMs5dsn6jgdDOjmMUK0j5-YwJSIFBbRiFkNCnv9ckL8t-cSkipC62zJd7A,311
hFv-OgY1bQFd_9XI9YFBsFbz1L2IMkJnjSXmbh1BpcNhtVObJdEEqM1kJaRT0veofwyl9kdnCBLwSg,311
yNi1yiTanDcLF0EPjXnMURssQEh6OGtzjcAdYW4Rh5uPoO1223I1jHbQbxd1siLOydA2eoE0Ehm0xQ,311
3TP3kiE2wjybwLFpvkLQUkalO090fdnt7XMW_02CFRsgcmpWcxFULPEQ_bdrffVPl-jbw8BgPwARzA,311
3IungX6nYCRMlxqofkodsYxnLMSl0c06wUTpX6Xi1w1I8di42YFV45I__N7k1SiLceV9iodpaXxo7w,311
I_9q4dKf3tZh0qkod2LvY25QT6j_ugKcaWCTLhFoJrh75AZdruwUTp8KQRP6pWNpOVIEnXJK9iQsUQ,311
AsURClwchn4jTU9GnEtSTBbNP8-uYpVISg6EzRuCbFgmbKmKZQGZiJwJLTdLLNiEd4SQWI2cSrMKxQ,311
s3UpkVQq9ya6VbljLgO4w2dQmn-hKe_AE3Xocvs-v6VYvjKMYXk0Lv5N7bir3bydNzZHNIzPlTOvtg,311
JNuldJYQ0EgOFqR2K9l38nTqN4uVtQUPYmRcgM-2QWU5qdRY3o-rr_G9wpqPiPiosjIBj9OBsB4pqQ,311
orDaDWKEj79VbcfJx6D_UjkpBfsusm9lJfAB-WviHSWcYIMroFSbwb5jATd4jviOy6lnUKQjXCYNlg,311
BNL4BkCvSYhSxLDZmNfq5OYHGwPBEWkz7S0ATa3BVR6FcyMbcH5a1LG7fXrfBoQ6KYdTRSkS0s1FVA,311
Yhuu8x3gOLc3_skzwETlrwuCRoulQUV59qQXjVExwqYVl1NFcvQKSqUwFBlpeGBt8XW76hmQFiN1Dg,311
jLh41OfQl8tWitneL2NWRvkAazNghOwobXr3lG0V_x9eDxHk-k88b26d-8GKv9mbcXJkhlqfoH9moA,311
WDEGrO0S6FoSlcAvVEnbCU79p4BsHnMoBndYrNOC4yy82IKis4dSPK2TFCVUd3_xGSw_M_PYXmLtyA,310
nrfOmQF8MOFndteY6K4pAgDUWFn6VJmzMeXzQ64WBss1tjf8rt3dJfT_sap4GbJSLCZdr7vIEgrxFw,310
VvfXjl8KY5DnxzLh14xz2MrAgem0d_TqmsHb0MygvzfQ8Ho2f7qEOeyLf11omdl5ejVaW5trn1Z1Ug,310
XvmVgCdcXUQ5XPqsLvJFUPYbGbK6FCv12ePmdnrgB7lY-FQfnpdDBIAUidkMilS6Nl7U-F2x7UPl7w,310
tmSDrUIALDaUxixyOm8XyWsy5El51hROcM6ZMiZtZlHiiNcD_4SgJZZ9nAXzGFu2VIIQeu9wf2M5Zw,310
p-PsZQmyytGIUzfS90b2jcSW9tId5YytXjHKYIMQoLNXbZkRrwo3i1ogdOk8fojNVGg39o9j2UWAHA,310
PRAqNEFO1A6U0Z4QxJA5yhyBuKf7XfRcpZQvbF6Pt9FxT9hWwiXhUv2Ao5jMlEgSCRSTbKNMBb4Ngw,310
9qMLALGHqtVFZPkHabJdEEy46yHiWE1aB19tBC5fNSSbNiWDYVvvwlsMRRpIzh57bn2EfPlmqA5iKw,310
hXHX_th65etu11A7vEaqEctgdAcKUwfOFoUGeRvAxkh08M--ADfCdpHdOV94hXWKd53kuPSyKWqsew,310
PADbxk-1Fl7zlIdBsObIyT4EwBcMgaPd4izGzmBCr_Fi4nCQsYKiHk6vzH5kS55BwjF-aORt8iLSHQ,310
kNQCCWhSTzzXqfwAyRjO90jm-tUGqUxSlbmLGH7NQMlEOHXXYBMVexSYPbWzJUGZeI98_Xwute4QVQ,310
Fh3FwvA8TaPKqq1b3kF9Je8sM20yXbkIaT5zefYpTm8ml299DXdAO3rg87tnuutZ5tJcWfebOof_4w,310
DN3CsHmbjWHfyVxk0WcV_GqjNXcWJ_lNZiQ5LJf9LkMLOXw0_IYWg4_y9n_naKnucjMJ2btVgeq2QQ,310
jtaQkcEaUmgJwSgqALI94-WhgPEP_ZDzRRK2mJ2sPod8FSgcc1mtm4B8c2OCV4rOPaG3C4cnt0vBwg,310
4YM8bbWvtPNoQZrTbsMI1g14JUWGbN_ku4BpWWzCUw1S8riQG6-GLmrWybpZi0fWato_mJ3MNOrDVA,309
Sbiecv2ytDynrj11JVMQbCPQEIay9ssimDADGy_yTh4f8zKk2lsVk5z6bUMfsoSoaeIE27Sh5lJIzw,309
ctUbIqOvQpqOwUIIVECsbw9Iasylx7cNhD4tqbPRLEkQ8YI_404bEkdSqjjV9XwYJd7s4Gtz-pfrhQ,309
P4Zvlij1iesK8FcFrDrG_k_DZs4qTWhNIHIrKt6w2IBF65GX5ZlsoALm_gwmh-W2DHkeHs18VrcxXA,309
nkEFDZWIN3-dQ-KWxKuqfAMqNjRzvYpb7eNCqhAHZ3-dBsdVTwtGfsnybftO5patkJw_UAShOb11wg,309
ZEw04Z8ZUk4pg_dCddVohWJRma9DE81Pa3lckjILOBpnBCGEV-qL6s8fMSr2hNNcDGjZEg5pZU4K_Q,309
YiQNclgryjlfZBlMpDR9pd0hD3yUb4BoqY6kUKxgM1TgIgt8XsTA_UyknDvNYBdgwXz5m-LYY3CAow,309
dYqS_WrjkeM6UYX0pWHIZPsK8bRaD2yl0OnOvLsSuFiCEdfGU_3EXhHFP6wInxn0gkCPq2-n5qnFgQ,309
ob3fsQnH6mIQfchsGuxQcr4O-PpGVCMUaidBPf-mIVJTH-IVGGABmXufy9KlHJeKhoQENzzccTSVtQ,309
zskWkw7R67mghSG795Hfj_SKarz2ETURW-RlfM02JQa9fKChS6drUGcUJeECmR9zsZ5U_ebq7DztnQ,309
7lKhBF9_EjOW5-kE5wojBkQueha9mVnLcOLKh2szq41vPxma_GDenzh1HGLpx4f5cTXD4PHLbwlBlw,309
LxS1jXFQhSO-DTE-7Jhh3zs2MasjhlLndzQdlq5k7ejPftQYGGDn7tJjsy0aRPGrxVhgB_QEVzRYGw,309
New-bj6BUbkfJPM4rDQxm0P91eh5eRX_YxWOj2rPYNiJupxtOpcCsnaAtbuMrl_Wa3_bDdVM7CCsZQ,308
TBQDSpuegTafgq_cnYy_aE41XTB28sudxG-zJR0eSoU2eedGjIPGUvFjJo48yJzmjZvU4HJmwKgUUg,308
52uwuaipCMW9pzvkZZa4YPGMyTtHDtYa27IYT1IhMjKhUfjes-HbRfLZg5BfFaKlpwbEUzWrdj_9Bw,308
NJUNEaUV7646lQl3Cd4YyeUfjQJFPJKbsCP3yFXexmG5x76pthil_PfREL6Tw8NPUrdk2rKYlv2UuA,308
GRCP0oLRIdkcC6cavo74ZnaKJgScMgtA6EYBNGry9ZKBh5_nwv8C39ASLoU8u5EvLjdJKd_OT--UKA,308
dhIvRw2yKtc_7d7srJZV2B8WKxq_CHkNjyL70rpZm7tb0WO5nokrVw_SXTLmUaTJyyvA_0hlofLtcA,308
FddcBMaS2cfr8-_p8RVLBG2zWHRw2v5YhtbJ6WQrABOgEmt3r9Elli747GreaG_Lb0rV4gmtmia7lg,308
L2yKFl_9-dwyWF3oTVRs544SPoskEUc43Bf_OJKDNK3in-1CNLOOq52pKdf7elvDTxkz8GbyRwS9cg,308
faRG7fiMqEMFtA6xi2kcRjEaLg8_alJps2PxRKt-S51GOlmNAWTDSwqALeDFwASp7_84VHH5e1yjoA,308
8r75tq5qanF6iHLpNVaT8hnRRRZf3W_19qXMjQG7iTnrcqQnPMrWSgWxryspklG6JnzP5MMXs0RJgQ,308
ZF7de0yQb1o44m3zUq4Y_oeY8Iw-XwhqYqNXPlbhn-ctAeFVjaXr_IGi-vVnJlGqE9btgIDnejSeTA,308
NzOJP-s8Zn1bEblcNl3UY2J3FVCK2SwSXu3wETV4csDa7I_do-NdcQUNbebF1f-olBpGnAYJc6kVrg,308
vYFll6YBdDSye5Nq7_U3dPidEepymO5QvEs2mVmcLikbtDzw2H17EB5OAv3xj3Ex7PGR9n2IPBkIPA,308
b0V4CuIO3PplR3Ygp2OyJaYmPIaProEC0_UKvqt7AUpdYdlhqgmYePV4u3-mJkJeEsYSdeoZhWRQpw,307
HtLpH_PJSErKkNUEjqw586FIySDMm0y1njzRk8I06j6_J4Lm36G3MgX3ilM7O0zOAdygvVH5YpzqGA,307
JNRc8GF901_522SWIeXtcVSunyqJFCW_k8_NV4VKI03_27NgiNlujL5v8EnnCEaHZzKMjAKBnpa26g,307
TovKgvYA7I2JRgINSHEJ9HruS7YxURQ3cu9R1taUDursDn4cKTQluiOxE84lNStQ19GBclRGaGwwtQ,307
hC4DqpGzX-1b4s545tqQlRpeXcxPPnpS-JB3sGxTXHeYV8swm6_y3AzQhcDJN62RVElBPZNbwMJsmQ,307
zgvJktzdjUrS4Fk4mPOApbNvjZAWV0JXBW8A_Q82LAFSz0lUxCt1Sy28Vj-L9F98Gtmzh-xJOrIIaA,307
txGR0sw2PmeiSA75Dre2vqFfWxZava3VoKeKSOfSyQ2Y1Yzq_-Qp-CCIpxPGxgI1v6jqEl1NNv0z5g,307
H1_pCRttF5R8m7DJs4UClW9V3jDXAzdrwaSHxzIiJUHZWhCecAHpG7RkRpIHbWJMy2JfS-pBY9zVlA,307
