puuid,leaguePoints
Qzo_tbKP83584AuYMeehSVpyYOmqn0AusJzZDoH_-A7Gm6HyvEV4fwxDhYPa-hwbpF_nO1YOBuYAUA,979
_XIAvVhTuBo-F0Bbnbq-KEnefJ-yKHgqPsvJ1OYV0o86xBNDxKy2GtiMEOIBV_4O9hFjHu8hEt0ncA,979
7JUKG8jG49yGDUNXsz4FacxZp_-SIPBtwW3G2rjshOwb82OCW4dPB3AUNhXpbsTuJ-CAu50AxX9CBg,979
yxNL4seH6hddfvuQ5i8OXKTiIm4QSePGG6eLj-oIsp1csVLZ6pfyEB_XQOvb_LZZpXCSD3arGdQGWQ,978
LmjYyoqv5rAOONIydKO4yvdn-ggJaLbQS7kqI6h2DQHEcTs8MapyaA8gGguaeqNV8YgpUKpS7cOpgg,977
kwYXJCmRt3YWIp6NTwX3BbrYQVQzAhS5rh0h7suRzxLYJb3XTekdA0XTYz_XOJrC0wetIurVOc6pEQ,975
obVPvIBWT2WXeji5lNpi0bWQG4AaUb8HVdA3PqM695wMBtmN09I5YxW5EzJWLJBgrsg-FzhtM0LzLQ,975
hbpjwnIG-twLADCa8j7g09RbShT6VaHqrFz_8qL4XGRd-OLTHbbxaUP98C-_iR408cG0_TBpqShGog,974
nSIpRwhe-japGgp_D6l3jbwbuiKtXQ9ru2gqdEfOpLszIGmss1o7Ye7P_kU0Dk5xIfbZSv-fMBmLJw,973
DsrSIkB68rSPvY0ZCwrZafHrSa0DPrRmxhcUwN9HhlZ6vMDsJdduvWEy8mcuKZQ1N8a64y7sbQGaDQ,973
Vw_n3IJoL4rqYeX56I-uj-lHzDZjx3yNUkfexw3RoXeHFFW4lVrkSiCgME1stDpeooAhItiKk24BYg,972
tvZ6_qkNzpY4_g-Fj3H5LWQVjEAEyuhkEsU07qTZvWe9S2iDNO52BBmMrHF80BwatgT4GFNimqf6VQ,972
ypk9YUwZqBHjFtAY0B4yX1uiDeGhhx8zHfyg_00WWegUqZD-RpqDrsEExqs5XnNCRhTGi4duW9MLIA,971
33_36R6DdsiANR7ckMaqOeEHfQ8Lk42Oqi4kucHV7H9J_afNniQHu9IKIYXI5pS8ksveFHe9rYjIvg,971
OpBmi3wFJHHNWVmtpPvN6aqTrLZLlQ9MjSCeinazG7kY8BOlhDTXkkQDgpTVrRm0whnLz38dX3j5Tw,970
czd1I-wCCxD5yBT3Ikm5targPl1Ke2vZmr1MvzDVjmqKNQK7lQ7UFCRYpgmQH7oxygKoNpdfV7cj7Q,970
3jKhFyvX2WEMTNSGv3-rvZolmnzTToK9A0Sk8TUocWy-jliPBVbLFwe1mUBpkPlyOG_IB7vGCU9miw,970
MDA9VzG2vB1FzcXwjHavNFEiHPVrEAYUcnpky8Dsk697cKlffX7ukrM-q_JJkkj9qqBWv0v23EBc7A,970
ghKWnfVn7vlXob3n0pDLKG9ImufnBmQB3JaVPNQqamXPswNHAsVNfWlttnV5DR_O905Wjf9PpDw4EA,969
SFIEypX-f9prNopbEqsYeCsWb6znkw0IYZGCDI9Ms0H47HPCclcZBocAvZqixJ1A1IIZGgleXN4HPw,969
aRCQ_GqH1zY94jrAScDdznXeiNYFp--5z4W-x3S7BB8G7MKmQtFi5xstsrO9IzmnMv8exUF92JnIhA,968
qPJMv3UDkBxQFjN7xvwX1hbmaVFbuhkyX7XCSe4PBP_O0ERJTlwkOrccd43IV4CJrb3ajoC44ydiVA,967
MivcDn8pxbOkQwnWQPF5sn409wqYPZLwRjlJoMa-VkWfQYedpLzPXHFLNkfcY12XVLTvI3_pX11dng,966
746D5NMaT9OJLarswjkmuIXoi03va4-VCf2V2rDKFW5prVGYalo_BGDlTzZ_BfbzDXTW6gQezgFofQ,965
NaX5GvxpOzjwaNsgJPYUkxTSIErXtr2bg71drWx7Kx1Ec1eoZQW-U93MOl_yfxy4zhIxbndSe-9qIg,964
QJ8kQWCP8QMn-2eJdqA3kG3shC5UvvujboxJCweJas3rYoYYfsndfSyqRt2PfIAsEG0mvYJ5jbwoIQ,963
5w-0TkRmPAedK_SAu2IDxgTHcCBLfD5shg2PevZKTYAMN8zE6tRD0mD91Gety3BLMy_RL9wr09pMVA,962
CWpjoTwRtyp1fyfJnFq_rNYAsSTvfLM3Ur2IE-9ysPGe31OhZ_mgBkJURQ0LUVQUSL2tEN4_TzlTug,962
r7vpfS0eOgInGYxLUwSeqkOG6vD9QKB_YI31Xg__ISJn7r3G_rI1svIGYR3l9xmA9XOvPQ7blAqW4A,961
mPeQi7ZWxsa47GWMZly6oUqv21CVXObn1RRBi9rMa_jlgSQqfZT1VhKovRMGa9CYOsJ-W1MMYyCa1Q,961
latdDynxwkOOCQYnxmP9iLuukyLUretPcFU75LoqvuFYwbCoUk3kDj4JadSFW-1ZUSmbnHzPSdBzaQ,959
OcewVYIZJw3LYjaQkgaijwtI94rTZhl7hMNPqivxAQsNG7xw3XYJ_7PfyA2YCh96R2AaVcGy2oSKNw,959
VnOV2TC0OxVPzxcWxatQET0m0_snR_sJOQCTu6IOM_08OF_hGmI18g9SG4_nXmiZfEOMj9mvBihTXA,958
n9qBa48Rwm6I_Xx9HhGXTnMDqF2DqZ4PrSIo0GZalSMmr2Oj2UklvyuhQVakkWV9ABcV2sS0oBiW4A,956
L-CDxfQjTtujBnrIGU-plVDMZrviUUknvdF8x-3EvQvhEpBoqZW3SRtTCmF15g-uVbOQGdAeHy-f4g,956
A26AtJ-oJN2hWuIYYSFIK_37NZ3G_La04C36gLlwkcL4I7u8hcZtc0NJW1KlEEOsDIF8MN0js0fNKA,956
3TZW1rt2a9fvnoNrRv5UdWYqFqcTxPBeMGPmSHPFSGFW6C3X6ieMmFf3zbpi59J_V-aJ2xuptZJujA,955
CySYrfqIDdWjYEvZlGmZ3PY1sUm6OSMo1MT_CxmPeO0Xlxsg24D-1Xzftb1LoS3ka4Ti7mlFjCKWBQ,955
CxpukwKzC5WgDQJ92v2Fk0GK2OjP0nK6NFiTSTn8WqBNb0AZWI2VHOaBWzQJXiy7hSVz0vJuN6S33g,955
K5MP6hMp-Pq1wUkP9P6YxLH6QAdE9GXfBv4m8H3ntiFU9GM21l8WAwk0Hw6oHkxVExCdXPXx4_XXvQ,955
IRfb48n1goL5EEadPlJyK-znMgOaVuiNRGEIIW4R8XXY8XrRTmOfIgPE3Ge6HHYSXuqXTgpS_LwW5A,953
M9ikSgvAkJt53sJfmJi-BOZjemscAc4VX3G_EC-Y1tOmdTMa7feznzsZOkAvdNNrbZO8LUucvvo_aQ,953
t9fKBiB2bxchupDqferbc2-vgYthzp9Is8w5hLyFcFnoM_f73p3aMROdl4P4jdUUaGugphWfsxXbYg,953
twYuHpi-mAEiVscKHCIRVWGF2qC5REeMu640uZ9gIsB_yT5sI8bwHtmtvVZijTnwPvlPaQxTTtIdTw,953
nTLPkAxTwbiEe0mV9lfeVWzwHyS2jjCi-qANnPlhZe5-ICTUdrdv10dDedwA1i0PBUZL1FTjGUkbzQ,953
MuBdVflXEXZb52nDpSbTFnNWPvACpYt5NwMZ2Tdgl9v3iOl4Csnks7LTyuTFZWhO-bBVw8jGBYcAKw,951
-Y67cvZpUyciwuIj5_SjoJDia7tU2zULxAYh1zvuAjEhWXpBynl62-lcROIy0j4B04v-HmI2Lie3GA,951
F-h2hP4-IXshUpr1WmrxtkQG3cQcDRxnqUkHpUoDzi9-oKCyo_ZZTRipzV1_HmS1XoVzCPS-2ubrbQ,951
otNn4QiSZuRNs0KKSFuAvdw-plUchvI2DgcSAljb5-VKSpmy4zd4stcSSpvNFcVRA3xN4fOeWP75WA,951
86-XAiA6Z8zu7TwARH8184jRrEPCnm4idSR6Tk1guST_yfbi5l__x_ykTzco1BVp4AKgpeo7G_KWvQ,951
imIpUESkoI14hkqXWLFlibbP7xBabkRXKgK2M60XRgwJ6A4M2xyfGgwY4SG9oQjaP_aDzmhVI_zPLw,951
aKV7l6aPF1s4ly81QF5XQFPt12_SqUgSYnE9aUaX_U_m1ZVdQGR3qps34rOVzXvVReQxii_FHH0cYQ,949
vOu0fbFiNWtd6QlowTst6ANdQ5p3W_w-vXGu_OwPAqkI9Y-yAxWZOL7UVBBQVwiXO8GS62EjYwJgew,949
OTov7gPXdFAKUzFZ53zDS_0vX5OhBSNcVMn7YxOOcLxodE0VZo8l-gdExbqVzbgP9dG_XGRyXyCiOA,948
sH36RCbQr6tc3_4XEJ05XhRL0DCi-zym3uXjhqflaJ_6BhCVUTdbaeup1cMfT-SNvfck-mI56Y44Ng,948
AcNa4oMP-xxB_NnghPcpaOTf5qtIVDvXAR9wA6tUWpbeSddAa98PklVwN9H8s5g1vFmRcs0xrE02sA,947
20qFAhWf-G9VmZSQuN6sH9tVpZYOpfx735UuKJwAnd57f7EZE4zVWQlunkSQDP6t-EM-JrZppgCeIw,945
Kfsnc45PAEV-x9bRIPJ-24_4J0xPFgV36oSeXiunrZbAG2_-UH70uty32Q8KSxe0OlLXLQH7ZTRrbQ,944
D1KffzF7CtbrMsw-EYX6kxq1h2SPckRrrwuV9ojdmKZ6ySZrVfAEx4XLDpxeNjq_ixQ9kscH_up3eA,943
lVh_j4Bf5ZZQSJ0Q_voZcHjcoDGEtKNPliQ-P8mOmd1veVaq67xA-NJrl2kscOydosHkN7mjp-tBMw,942
tM_PcLzo2Dq7fTH1DHBvex0x-jdYebGMd0-3mTt8zPi0RzjMuX8ETFosOKn4PS1uK7X71dV9j7wVVQ,942
eIhfODX7b6bnqcGEapKf2GmWHjWjywCGNzrhseVy8hgbleuwCaSz5SdgB1nyCbbPkSbAUoc45MSM5w,941
mWAaKQ228VceZ2VkPz-o57BzZvPTFlxhIgWonApBYYTyBZ3Z61Kysx3gANJIJDYi8fYrE3pm6CKdyw,940
A3UdY0hrPW3msGVTTfk8sCZw5_kgeA0U9EOuERYSwMsDMKFY3HIkwOaYIrgDAy4sLUtGPbjLE0C5KQ,940
qgvJzKa-U3DWAVaY8v5EsJ8-j6JJykI6nlJId0qdA7v7p2cAfKsX_bWnuaDyrrvJ-Xb0lB-Ovho54Q,939
Ziiq_K57I7WUzCLyrKwEfcpvsRQjagP99QPJJA9rR56Pt-LW8t0b46IiBqTdlEnQ4k2U4viWudS8zA,938
wxD0Fo1fdvXHdYm2InHKu5e1o5Hrq_M1GnGkuQcxPc_tMBqMCD4DxzGLha3aIhNcEPo8wkSz7V4G3w,938
L2i2buLn4NVXWrB2jWvUuF_lY2ov0XTZ5p_2PErD_2xFB-vuzFpkaSwZyPtINOXsodYxJyE3_ueFPQ,938
Zsa4FHlwe3nKenGn7MT590Wam-mv9dLV59R_grWvBhGj-_VmQn7c2V4aqaao5cpEmz1q03romx6KTQ,938
RN8t4_l0ttsDSTGHhnneXtWu7XVPo8HC2UChOPQSBT_MWWo0idNAbU8K1WUb4o4gt0ldKX5BxygkYw,937
lkWMUAZZ-JWLt7MDbPS3CtnzS8mD0sIqtJqZ8JJ8NGgHn_AA9gIm1BlSvA1velVAOunoHQAczBkhLA,937
JVnBy57_nc7J6Tn2hk_6KfWPap8Boc9GGAc6ZG0sGv-wiYj2Bov1fwQRfV5a-UX_9EMvOo3n49wCTQ,936
44QSSelp4v0DRVuibB9rBFt_S2VwafMd9HGmuTRV6YglRYPettEMkPAiDlUFVj0CkQGSA9-2e_SwAw,936
wTCVbkDA2LkLWxkvN12AjadMeJ0QHzXEPx9mj9pxJmuo2my6whlfknTyzOFPJn4bhXLN-a-0HYwORg,936
FqcAezziAVxYqW7cYoME37ECFvWeL1fDNenQPTMabaiu4IHwwK_74PLnO4OmemPZCSny-NjyKHIjxA,934
bOwXo3QLCYVHMq3XIko28F6quclysvp-y3tUHYxQZtLkvZgbMZPmjAjQzNmmHyrJK-Mn2W9pzziVEw,934
ov6Hr9RKHrHAFGdcggCqNwfBgMphmBUYyHedYeZiE4M9luVRc38nvWqaOEbXAq4q3OkFjwXb1gzcjQ,934
Z1e_YqxqeNYXqFMKNwvBv4ZWyAsvsJ3Z6d4oBLKco3CMpwyRZT0qomzFkwm5I0H-v1pSIRajPWwCzA,934
toCLj4rUZmWr2OEWVXv2cAjMhK7kayxjuvj5ju7-BZyvE8ejFI6S1FoZVNyeoHI2BjU-l-fAvYUbEw,934
Mgy52d00wXH1hDcV6VjpaRKENnwAs2N6avTqR67MTdUJkmvQ-5leDCXnljaaXZJ6qj4FHuXX_7Qwmg,933
5qwgwF708eaxZmMjnsyfAdGp_q7DmA_CTXDNsyH-w9rEuM8hieS35D9Vyiv2bWtwzS2uGouK7DEcFA,933
zTjvXXFN-pNJH57lPPb2wcF2pXUe4oJSOLn_VnL9HvAug7CJUTfZqTFe1jBNnqvNW1RGL9QsMJ_a1Q,933
BQ197DECKYEIzLdHRZyeqYQtjpyWVRx9p781VCnpJUYmfFN1xMTN6qSQrj932TiofPSqxUJDDWM6Cw,933
d7uDreNEY2u1t6wZsGtxwXSIllPjSiOZAyeV4xbMcUIzWugcn0KWfRPW_jmI7xPaVJDow_LiGOkwlg,931
AWNWg7h7F6uV8NEmO7Oq62zGj6n8i2xOYPfQCL1Ub1gb-pIjcUpoZLjLZc_0s-Bwirr74wUhC3N6rA,931
xfqj3g6UW5xlyLXdSmOZTiYtN4kOEn4bb5h1pLLUzs7XBpsyQq1PPs3ujlfs0qeoCVL0CMV4ito2sg,930
Z2iDMPfveKSyusAz2xuScZJn6CFNiI56b-DKMmLhEiAj1SiUQMNbDqN2ryzVE0z1a5F1tgd18P9xZw,930
XmZOE1CutaFLDWx83TtpCbCDxqNYyqkIY6AuzdJP4pcN9UFTJR4vn75ZjXefLyDbdR1rJYeK4DbgNg,930
8gRk_VYUxN43wa3FU6RDMtIn9B3kHlfcNrsBSH0RilGyCzjZ5Nmz8O2ulse9EwMiHn5alIqESOdmxQ,927
hdCiEZxrFlmViAlpxwUh0WivX-OeIuQIwHqLcXal_BVf-eaSNNXSg4puxV_R9t5FhAGJ_0m1qersGA,927
s_0pqVgQOoXJ9jCHeyrGhP6jt85t-boQGHV0Zn-wWiOC6K8BHzwS2IK7XYtoCfeI5OQtrPLchCvYWA,927
Xp9oW2TK9sVu8v01V77ydlX7M26nnjaLP3vf8w1OGS58lIrzn5aTmNq-kIryiUMmcBWCQaDsGYN8Ig,926
4ambDaXN9onqdrdxDQYx_5P30nvPtiQGHlDQ_LK2VgIqThYvnLfU3a0cRzjWt26CPuIXEuXoa6Zbfw,926
V3JFRDZFegXcgFpp7yjdXuW_m4gRIgspUitVedf1L_Jc9-CzUQbq0MJpMLMgfGGMrJm-NsJDqa3soA,926
KkWSCw7El4U6K11ezT-3HsPIxWOa9oc-eJFNO-ypeWsRko0FlEl4WyucQmRl6Rj7f4M1oOpd6pQSJw,926
XdTuinHQIjjU2VPp8E93zNiMWNrWKp7Lgk8GdS2yAjK9ML29rL2I__KcDbPL_2a5r_W0QY1trJskeA,925
tK_TCdthIcwRdC5rbdudjHGmDHpncxogqfEBzFSiRU4iVFTnGWEZKf1DD4LsYuj4dDU30E35IBmzLw,925
uIiNSQ4X-BUWPnRYEvAF3aoZJ8VP55a-KTTM8vwwdaO_EIWuWhjv4AHFIN_C9y_atEX03mF95pJKXg,924
oAJHFiUmP-XCJ6cWfEMkPUZYjMt4QS26u366_SgTAzXZXbnr2mpKbg8NnkQzT1haNpZuHRCqfEXdcA,924
Te25YRnVCnCZGTAy1LCyUZNlC1MCFpSQi5Coql2hk9tB9TKyG7UZV-m37xaI46MhyMlT3zElcddv7w,923
S8CW0pAYJ41knuYIhpomX6ZZJmVQYSagAI9byvoPvxoOJNf2aNlYcRB3IWLq8GzUeKdHLfl9M794Ew,922
3stoJMwWbG9wYvSISH_17Ap7e5EtmwfAQEdUZMhwHqXCuLi7VtEmrz65ftrf56sF0ZAERQ8iLt-E6g,921
ssfTwqxKunns_8l021rvJPH26JCjdCGx-yP6bz0ZUXPdvzIL3izSWVSFqhLRugWfAdsiwlz9wZfulg,920
onGdD7p8LqS34Jxyi4D3xW8ZBcaq_pPX24k5pUrkW84N3Q2ydqTGNsXCA_hOGy5uRR9gXEmyIH2txA,920
b8y7jAd4gArhoZ9GKE-OGVisQ5N7lExsoRfl12SwsiegBJ1txKhuucVI1O24-gA07gUETJcSbd4s0g,920
CgqGvFjKxfX4cS96ODT3JBVyt7A9VkpXZIjims_Pq_qfl9KxCBM7Cy-YvVcVJ2RrpghbM-Xnqc5l2w,919
IwLH69rU51c1mlrUqU7-8sWm_Hrf7v-IOl_OWD78s5MtMxfZC4ZepBQTjAX5XKAX_EwOFvgwy9keRA,919
wbVN2PY9osDg7I4kuZaHgffUy33zDGp75Zv2CsuLUBomMulSbji1OvQsrwFyRLfidIbs3PLGhFaabA,919
yW15VedoZIqDgKiBgPcbmADVG-OZa1zMYgs6mOCQfP_wmUgJ7Bi4ioEQI_LvvjZ3Delim3hYweLKsQ,918
ANX8XOtanc1IBKAkg82NvYXkUNgwA5Z6naiFaefnjXuwciRbyxSXRsWrTPp_vY1loLPLvZbfmBrmPA,918
QdWF8ftgPTe1CLidwsHtHTGoMbYvjENjwAdntnSWGb1FLL-dYgSjzq1So0Q4FGSs0RJwoobau_6xmA,918
EMu4RXaYlFnYOc3U5u2e9IQAQToi0G5cOVtBT-uMlbATeizJwcgqcgpeTsw3MOkA_hMJ-P4gVYFBLg,918
01kqqpWHCXzz7TftqGxojxIzrqarLJq3kGXaz0WSRU0cJGYiDW29gWBuxxOtBJYb7GBjpEOGPjTJ6g,917
ODglnUbmXV9Hi6cQJQduqt0_vprgHUys9zqVU-LAEaiBiliZBWaeuSEyb2x7L825Lb5pIfHLZXc4bw,917
-OzdEzgQkHktP-CktnadHNDL8Tj0BgOhb8hlXENBRSWmC-w8MAPlbOKxqXBFCFNk_KPiaDNv3fyYmA,916
e4Y27fT72-IjB6VBcQfyk-vep-2JWuIlKt3OCin4ZoQqW8G97RBCMni84XEyXuMVWmfVOlYyGwbz7w,916
qC4i-d8m9K3SP8b9lPUgOCOXaVBnLO9qQma36P8NK8vNIX9j2k01vWJXAl0n_wuJ1EINsVTMyCb1mw,915
NGQiR83ur-LL2RETSX2i_nvuaIMheGdEYs-zVDdPCmKo8u-7U_AieNkuHti5KteC6VZQhWjOoKXK_A,915
rZLOtZYX2bag1wO1MdtiTL-Mb0zz75zmBGajgcjnhrSRDUkpQPDKcNibXJm-5yv9twJLt7dM8p1lFQ,915
ye_s_14QntAN0NaKTWM5EIbXoW-tGDl9t28tM4nAE9HqVORTmKXMxf6bbPKJph_raoFCMu1Upkyt-A,915
1CbIHZyXjfQ7Xc-OdNTRximuEfmDuDccws7faxUCoOBDIldThqEDa0Pv7MXehwOH4Kvx8dP2zjxDCA,914
gxR2TWRYOBuqLz2Q53uUNMy72iFvhG3fBKXFfwhJeDHlQcDTMhMet3Xzdyrw_axiCNiZGO8Recsoag,914
AB-Uy5MfoNtb_au1nKCVwMUMPcetbsyng56MTJtlyXtX-zHozJTXcRW6N5y_j6WfXJmoJ9R1jXM7Vg,914
npwnFCMAHOrCmB6A94Oy_FrfJBizFDrcJOT7yzEFD4pET9_VdLylZL-LqUsxLUoEKzPUGWpzmF0U5g,914
qDad6mLePWHmg7qgDjChL5Ni_0N7Sg5Cf1qsLz21m7brj38ldhwXxarRJCp3Nmg7VF7sFq_mjIr5hw,912
sbKw7TDZcuUUGFh5X4mwvdqaJ7VXwk4m6bxKPMrRGmApVWAB4H9XspV9OeBom7yiLSMo4Ti8FrSiJg,912
a20WVQrYB9SO7AFYBA4mrNEUC7a0xD2ZxCmbfSwNMXtpDZkdbCnLpP-D5J4e0SRc4rc9CFvN2bvKZQ,912
4QVAvLTmS_svvlKlN4svnEBy-SDlP4XgHymxOuYynBaSoyZW-uUs_NHxSk_AFALP9Z6bWIjQHuQzaQ,911
-qKxlTlxU4-jHwnipyATm4j0zooK6abPVnpnsIEH5fXEPfgi9ybfgC07Kl9GMTf7Oi997IRKyPstGQ,911
0VB4QMsqlXS_BYOomXLpmJzR68aiZQDC5mlfpz-WWu98b_rfm3ZLRXEAP4myklP-0ccRmGcdj3wINA,911
pkV_aZgfx76oINV_E7n75uCSY8hOYC57PDX6CRNC61bIYps_bGXfZLoS8dx0nI1WPv2bRi3Z3tKRkA,911
-TEqCEYS3li_cZSmeHL8OHBgcS0fDqmbQFwJ5TU90Eq4dxmR-QPZC3y8z9fXt9jMIaQ1oXMMFVr4wA,910
gnOklECRL1D8dkBNkq9yDczF8_07B1neOSSIlBxp8DtpSxJBt-c73YHfq1gk_dMxBRr43kafRjPVIQ,910
1IrMNiZZtwiA3KopHI-_nee5APYBB4RnTZcZb1lGkUoQRQvfceEd0hFjh3GpMYtbS8e3T88JWnmKBg,910
GWVcHIX9x1EUqZ0bROXg3V5syDNesuxvBD9QGIo-qlhbXLUVv1XZdT_6h2_b3SqaPyk447JGUGGkvQ,909
nBYnS3kJsg4RKFSpbkerHtxgw0RneLAp1F6Ab7iMEeslRBtl2d3-CIuzSBI93p-dDgl0Yeh1IKgWqg,909
rdmPpetS6AMbDWqWMv_nQKDfnDTCp6G1dc0bl2XvQP2LnscOLa110KWJnuuUSKaqw9Gm0l8v7qpbSw,909
NUWSVxul0fZCNqAxRaAoMqnJJiXKs-xA8iwGbR4HdDHTljdFZV4LpXtTjoye7gprIswuyh9eVm-Taw,908
rqRV5roNjVQY_47Q7aBc_4adV8EvmMtUFczHl16bZ7rASW0FBxIpkZyLJ-HWOBJ68HNsAuBF2-XKtg,907
tgLzVWXJxV__P1mI39pedHCIwhNTqIFf-QlzFbKBNsOZU1exDYZt1_xHjez2JhC6lhj9MBT2u7ZTfw,906
m3VYdhbOTsxtEgDtAc1YcBgWxug_avfLiQc02EwujSa734YW2gFRdQEdmdNsopyJpgQ6zglAa7-Tmg,905
HBMvcIaTVdpKvLshf9xf21IuUtzIYoLoNz4PHSuRRICEQ6Ysv5Gj14F8qnDNlRO45_C3dEAjHp-bjA,905
2dl5dkcDZQjHit4BffGZ8Q8dbFpTWfVCH6iZP0uOJ03W7hB5B_Tql8cnwdtPB83zAcJJrR-IguJ2GQ,905
Ej3EvYfzJ-kXYNc2WXTR0YfB-_mreClIoIHaKNNuSN62WDwhgf4Rh0nfhPi7ObZs2PtTB7xxniY3uA,905
An-6YEZnDtTbuTiJBo_EBtDy03OCwjRYSzFvRSFDvY0yeu_xwx6IfV_nwoxNI-92fEZPui8ZWM_INg,904
ajDXJvZ2UYOU0ydfWmh-nDcHxS9aH66gLG67kz_F8veMhTpZ3eoBQGE9Kh8P0JykhvVZ0lYnyUfb5g,904
YcKVE8-bboclRROZ8t7RXz8M_nVxpPGVcatISYAaL3b0Yu-3nz_aDhOvc8DCTZjFqkFGwyrNS536uQ,904
JmoWksoWkOA94ZtbzB8QhzSNvXZHRZRYB4l3c0DIiXzBv-QKmF6hk3H6HDEsS6--RV8wcYNWx5PpEQ,904
mFiSnCeKzTpVsR5S6tK1igrEaoLZurgAXxuXw0RWhA0jGo_DFFW3aFQoSIbg36_K7puuPmA09OhyLA,903
sqLZ4bY4hpcvOrRMd7NDjJNhSex8bKggqaU8ZPlR4dpkvPqMtyIp9Lz-Ahu-bAyR2JyWMJe9Zk0cKw,903
YJLEvtf49mtaK6fRBVNLU5FVXJxSEH47oyRyPez8dyXDOLJAlYFkccvS9SpKnDu8B3KL0Wp9wqQ7Ow,903
3MuVpiovUMsZ9EwjhDycGh6xKjbVVZ-vZfLViH7KS_FzFeC1a09lWY1YAuCPrRnQt-fOSOyeR-yrIg,903
vIH-Je-P34Y4ZBiiuFsoCBG-4WzyzF9EGV1qxr1lx9g-o_gEDREP1YtcACh8fB-3QZV_rc_p0e6D8g,902
Zd4TH3_4BLpxq3-CWBSe3BJBnE6btbWjOchCC_wRWRHJL7hpypiXfrFf0ziaMs2n8_DFqgHUGtlLKw,902
BR5PBkoRy6-oO7mPv8pZeyLpFTsyDFYTL36mqzxdBQYFd3wa0-8Z840BaGykcfrKKIxHNQ82eBD6nA,901
pkCoVmp6NJ71zJilEQ_dVkFAps9bpyNhn2hXDqUJr5Ws7T9zx4SSBht4I7JqzvF6Zb06EfGWGtPKbQ,901
RRscSuCq68uUVa-GN4rw29uno9eIABJkPhLQlu6S7Yd2-QTL6W7BDb6HajPk6zwdC6gIlxBXQgv6Xg,900
uXjTINle91ZTmMPzOZfAiGL1IstXAydlG97g6XbQNbDAy_pxZUsoH5WS-fJcOJAxTYTShJQcJ-z4uw,899
TA_8gXwF45avcFmlLFt1S3LCTWj_Z7NDetscnT9kA-fU_PVjdwX3Mbqf7bUEb40fmljGBj-2iMh00Q,898
fTE1O22OaLho4vMG_TydMcmYAo1VcLyam0Ob4_5zsubnT0xGPswyoIkeKIY7TPUUaYKBA6jRrox4pw,898
xbn8qAQkd5HDqQsV_qjl-Zj8o2_a-RqerFg5a1nzbXi2y_1RdAIgQ1vPHwJS538VQksxjObBYAsflA,897
0sY_RsuCLTUhBSfELA2rdWArYrXocD8rMyofQkjHdSyyMAGeOiDX7ulWWHmpNY4hIysBLIXYr8xEzg,897
165tEgg-gK7o0HTSfiGddJz9PqpGqI9i4OD5eT2WYCTRT_wrKLYszvTzFw7JXqgiUuhvCx4vo8LVSQ,896
1L9d2CkqxrfF7q-sGu-zAWexdsMBcTrwXTcftflHtAPYUusUNcTSg9x5ZZD7dMhM6Yqp7xhaxl2dtA,895
OiT_wF3tub1VxFLGVMKlMXY2xkv8tRMJY1GeaodrBv_u48T_hick22us7sky5im_OjsI4nnYmbF_ig,895
ZA6A5s1Hcg676YauKOTt7FJBBDTgE2oXa1NYkSOxjMy7z6olNYKA8mBdIVmCkkgc5tEYR8igBxWO8A,895
CXe0tEJjsIxwb6MsU_sWT0u8cyo8iEydrh34yKwrhJBZo5UCeqHPYw0nvIZcLJFsVTS6W7Ius6f0mA,894
QZ4EBa4moq3MtvEqPKbMI0AH_pQQnkcuzlRKFGVoRfOjOyx3v_3f_gP9cdvi_OksdT-hI9rFWwIsjQ,894
_hnnT1ioc7p9B9bLCQiWv0mR2J4Ok4LmRNC-YW4u0iHrrnroGPpVr-rNO8fiFz5c9vFeaZJRY5CR9w,892
gJRD8Te8HYAUuaKI6MUQGRtk7ebYxRVqq-KBfcUGFcTo-y0MKqv9cNuKlDbUbPZZ9x5O1a9qM5m3jA,892
pT7NL15Mw2vXkcOp_zFzRvN8b765QQn3l_UTpIksk8qLVf7rMQ5vI-Aww3x7CXLQ5O4DwfEJVXYDLA,891
T0fx_D3ofmxUqttIGf-L4dHuwDKq7rkhid-N986i7Ha_ueBVZqbN4BYBlmwO4pLYCNQFtu-WwzT1LQ,891
W1wwfg__obs0tWiGia5EDnyP_EZJj8bYugP5C5eNXJMf9GlSXqIEehwv5s98gZB_2gufIMf2r9VGxw,890
1iMjsQtYQsiFB5m7FSGQvksnrABSOEX_-9fFtG7pKcfQXo227DvlzQU0cNrt7JXLRj3EuDtuVf--XQ,889
br0pGYYg-4vzIHc_saKG3a1Lrp8_BgHHYgBiV1Rse4kHf7D9Pr7hbnhJOUjYcCmNYUiZnSJfAQ086A,888
OGuVCsdUCvKv86NhnJPmFEEEJ_pK6hsmWKSHeO1qyL7aX4kvo53LYUOTn78F4X8lfruGYX0eS_54TQ,888
Wuev6dRjluKIbsyIh4-kaqAWtaJB5-_OZ8jggDJnCiLt269Y1feaaPqF_f3GJ4HJlATvXGjpl64NVg,888
nYw9aI_RlaQjjn7OC0ogAVNkrqbHGKIsUqr_2GVnjM9d4nZh99kAR1ztynTL4CME_eRzelvBKT5gaQ,886
8TZoqXg-AalPrrXukZlxrDedS5qJ044O-FUCVK_2NufdTzbnNsovw2kEs0kq6ratIclM5kCmjb0iDg,885
_WCNG4Nuqb6Ak3mgzmZzdGDQpOVO5_rkaIGhGMxslIRXOGVbFK0zydqbqe5Xg-TsX4vt1x9oEcsk4g,885
