puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,tier,riotName
Y0klEWG4ZlWMLOqz1tU_WhjG_tX4TgyTIwxzrmFuCxLl1p4zOnu2DlDJnscm0YEB61F9xshdGpdyPw,1130,I,373,325,False,False,True,False,Grandmaster,중환자실입니다#KR1
Hm_uP1HeZItUFA_Q1wty-FG_GvSWcMMKPVScIEWGWmyRo4ntF_JLtj9dBjVwI5yadwYjHFvPbnP2Jw,978,I,318,256,False,False,True,True,Master,부산부산진구부암동#개얼짱훈남
_yPX5NkAMcUgqYRT6UlV920PRCE5cgPFI4NZxK0aMREN871BMarRryxlTnZMc3EVFEyBFFc5N494Yg,940,I,259,227,False,False,True,False,Master,따대남#KR1
u9t9XJSGtgxG4Oh53RyTV6fzpyAQHnZTgbv1UA-IJ3ph9CDB5nmdWql5yM45ab2rvuQzPsrUTtUx7Q,916,I,299,252,False,False,True,True,Master,용 십#KR1
_mThUp3cWh7sWIURQUq3uJBirgzYB6Oxd5vJH6ZyIfZQz1Et9wHBjF6hpm1l3Obr-I_324fGa9POwQ,903,I,397,351,False,False,True,False,Master,새 벽#SOOP
406ayI1WZqghrMz38Tgz_avIRHJrcUiv1QYVIGa0zUo1eVAqyLWqmpLXScViJ4tgjo2dUhhOVuB1mA,887,I,309,269,False,False,True,True,Master,하얀샛길#kr2
zeTtkUrBevQOHa27nhzGyiETpD3WCR3rsya9uLForYY1JGrNkoaukL80f_a-ps0_UD7qUEsq72AUvw,884,I,300,242,False,False,True,False,Master,휠리리#KR1
HKFmOW6-COKZ1njFNtSSmFxtz9OF2Dk5TK7dQngYofKG3AbCjKH2Sdk03vZMXwbYU4HrBTpnQFBYJw,880,I,281,246,False,False,True,True,Master,김영권#KR2
s3LL0dyhnbGUcn4ebeon7moHbkJV0J6tzI92j0HaSOu_xteDbsYxcIw_gAHnfTQ2jvvvrKzC5ZS7fw,869,I,439,415,True,False,False,True,Master,noweekman#KR1
0F77OBsPQVcT9Ief8mMLKiMNb85F2CpkAAFbjCA_n5y39Qtp8hH6Z5blnqygL3rCBt7xTMxdQMT7WA,860,I,324,266,False,False,True,False,Master,오구일#591
kmVu59toQXXgA7VVtaH_2GZ_Y7sPwoY7bCD0iPDaXFTzWOBdHxmI2Mej2dj0fJJ_frhYq_oNVBRaGQ,860,I,397,378,False,False,True,False,Master,띡틱딕#5569
