puuid,leaguePoints,tier
TdN6ENHHvL0Krs3WttrgCFF_7VHSZYodm2fjP4Dr51Fv4l0NIUuj-nNpwZqlbfPl0SvSDKPb5OD-5A,1193,Challenger
7IeF87L0RGNA2p8LWH9rX7e7S9RLtP1ecbcgGWegvTmcTbAdF-yVL1lJk7olu1E0XMr4LGiVPu0HVg,1193,Challenger
zzkJBgzhuHsikHmET27G399XNeS9dKeHUjdlwY55WAha9u7e6NQrImdLcStAXd3qxasEhqjGMmcFqw,1193,Challenger
3CLaudSjs8MnkexoKMMkFaxmO8FFEONxIBE5UtkmktgxkeyQQsqnCGFcUeoh5EQ6YKfXQUQcEFhwKQ,1193,Challenger
goUYDZw47oXfVG89HsxDuzH2NLclkVGFSbc6QafiIHzS0wMbw6aVjHRngaSiHT5uPnGeJ7DsTcJwWQ,1192,Challenger
eiMOZ_UkSzn5nAYTBTMY-4DSwhj3litNi_zw1DRKXUtdlwPJb4968EIXoevWG-tcgajIqvWSPxfPtg,1192,Challenger
er97XqqguReZ4KQz6GNnYN2TIl7zqWy3QeQTL6YkFv-v3rIq5tl1os2vOXo377W6GhiOAwLWBDCacg,1192,Challenger
sUhjL_HDK0iCQGKYXoEVSNpvqaIpjg34BkudJQDasOdvLEInQ8oLxwzc4VV36R2Fus5-PH3x4Sxp3w,1192,Challenger
_rFrZFllde45oEG3mKMjxMwhEH-bsBy9KZGesjXxqJyfbjfXrCk_DHAbL8uH1CvQwaE8nep9XY714w,1189,Challenger
qC1iG_dLfT6byb5-DJtNs2ECP4StHQNaMZOa8QdYMsVAqO7yzcnVMm4aQUwEw5NURgoAG3Z5a7rimQ,1189,Challenger
EG4cZ9w974qR4nlokovchTHhzh2wKz94REwI60UdjnaVocjp4ZyBU1P19JFz-jybtJnUlJqd52l65A,1189,Challenger
2NXOWnTTWUhjSjyovfK12kf56vV-aT5mHPWQrEg3alzJXrW3j3VB2_Qgh7hx-o01WqdYYuUhiiFIWg,1189,Challenger
5NNLPLuTpNZogfWi06G8pN9PoCxN9uGwSJo4QCH8m9KAhUkeiixo2u6TfjLw-xsSuPTHz1Udtu0Ksg,1188,Challenger
nPf0jWU89UEIg6-YZwy17xHRNtmth7Y_QSyJhedq67FqOjhXfWEyiel6h9xUYMuWyIi7F-3nmb1T1w,1186,Challenger
ii7ScWRYmmL5_zpRb4ZWc3vCXx0OIvDGGuV_uZh8mjClpWgOX-oymZRUNiX2YE3Pyi0MpBG-5Ikp0A,1185,Challenger
kdYdZgQFffBMTrcSU6uCDOifrhKfsT86tbvK44Xh1rcJ7O4aD7UAjUWkewVyvNf9i4TU5HMBcktdYQ,1184,Challenger
9-xjwM8Nu6qoYuG4f8Crl61Nzn-rE4SLVJ3T7yYyVALUiGUm_Nm99LIYip7MQV4Y1k-AQ99tWY9B6w,1184,Challenger
4xqhUufIoXeBtMVpLk402FiVCX768h8VE_PDmFJQcWHfZvn3W-dH8AeN3BGrCI9pT8VFkmhkvtqZPQ,1182,Challenger
xEuaGg3j8D6XVVh5qnC515IXSu1o-GvhnFDCfdJfvpkcRQLI4aGIdZtdjieVrYtKc1D0F5e-6t3ohw,1181,Challenger
D-pnGtjlURdTWQAZsyNoMrplsvX11QNPG73EIMmGacJs6Q_zxF-r79biIM9-COkgc_x9ciE8mXTmsw,1181,Challenger
xrqKnrMV3SmOqRO6vGxaKBOaOjnHP32YXYyUQ4u47uQ5UQyOzfhr3bZgbNAx1AQJ6Hmq4XuWH1my5Q,1179,Challenger
jTEUSmLcDyeu5Ce2sMu7-rGJqyDFSkOzNnjDROF40XhvVO1jOhSreiO3N28bR0xPekjqDN3V4S0UDA,1178,Challenger
nS1Gg5TBCKNz0SyNvnyeotmJVe59cYBWqul_bHRvS00GEl9nnwY00wjOnywPDah-XCv1vN33kEzYgA,1178,Challenger
19x_jOLpVH8ODu1v1_cJiZ9waQvTJi7P3nyJ53CoYWUDoF5Q7jMGfNxh6sD7QgCX-j1_Qf3zX54yNw,1178,Challenger
MwTpSRGojOz_q3JTbge3QZyaNcsMVqn0NJeHc3iegfbMK2D_69Uptykd2v9BDMuOyYQqpNzx-C9lzw,1177,Challenger
y4oCksORMVOAEcZLuVK7LO-UuGPtyWf88gLK1dO5Zc4oKGCgL1iIeeWAic4r5lDMyyTv-jsSro-PMQ,1176,Challenger
Hg1UZgMxHTdLLJvey37-kS17Rldk0KvbfaXPWqUlHUS2hAt_eol7EChQpL8nNTjQhRzTCaVzXzB46w,1174,Challenger
BD9dvWjGECFr_lsNyKa3fbPofGle9jaS5DYrLDhlgHbVLPRiPFpkN7DljVwfiy3dBZbS_GE6ox5EKw,1174,Challenger
Q8v1t9z0hHi-VoCUHo6U_IErYVj1oWh5XP1QUgFW9lzsS3WH0FXdDJhk8Ks6qgJTOzlVRiExJNBqjA,1173,Challenger
uRs5zwscjoYEb32dpRjctLq-Z_Ss94xe2blnB4P4LpH5HZL9anWaZyJ7XjsLKQXzyVVcjhcyp4yclw,1173,Challenger
zDyAVLUE6o7jnoOEBg7nSmFMHpFEOCqO_J7EL8w7cBPei0MUoOy-ghDpec4Nvi3ltUBjQUU8p5gRTw,1171,Challenger
kG7rPeGov7sgx-lyOt5QzMupPfMpQ82MZLuXt85Wsv9CalWf-6oTPv7Us8rxkZutJBC1LxrsU6Aiog,1170,Challenger
NH4hFhSF4YSZSx0E_aAHzjPOx4kkI_AMYltHz60smx63Ze1i3kWGhtPyN9EtG8hqyQB_u4aIEmiIFA,1169,Challenger
VYf43dj-HDEhdfBaTrH-LqYzYLLGVaG0nQla0oIS5PLedaUKonJIfQKQIeaGEI-IHkJxTNjOjhrU-g,1169,Challenger
5s-eTzJio4JEPqLLVr3xHzCaZBCn8CL_AxtJBZcXebrpXnxE11FFclvHrF6LBVXQb85VIqKUXh7duA,1167,Challenger
j0533H0B86Aap_oncLbR_hSePY36W_IpMsFO2PWYAHhYXc5_qW9_o2mORlWNVMphg9-m18sIiW7ajw,1165,Challenger
bacMStYaG3XcUi6TqTh8_P5s9KYuTnjXRYv-GXfNW_uIj3djjxE33jF7Qobt2C7O-S6Vz8Wh7IwdTw,1164,Challenger
ribLQ4rKmvAPEqaznb2FG4d0nKjwh0AujfEgATvP3tO_3qXXuOhxb1yikOFTdsU_0BOZ5aEgt1JRBw,1163,Challenger
nitZ71ArCPaZL4V8MutCP-7FB6tG3NSmIKTdbOkr7XfmSvV0vAtnbng6wU6T4ZpeIi_5MfxAg2zZOg,1163,Challenger
zkY7C6l0EmFXO8JxeYJD7dHRZxZh00q85UkBWIcIe7z-BZ1h_Py0Kgh0t8Syvd8gTFaCoXE-SjhTRg,1160,Challenger
MvSn8u7aecow-Su5fmYtjNrjOhXXqznp3GsgyhhJNaLGJJpYXu1NtmFkRujpPMd0PnO5vBvrKTw6yA,1160,Challenger
2fynYayg20FGBo1xaGYePNPUy5MpahYGvymubf_g0hxF3HNFlduzFwDeqUsej1YMJB5m38puq5T3fw,1160,Challenger
VvF7a2iRTFuhI6o0gP21epS2ISh-fZt5sTXYspVyA23m_f33ib2wAfBU6H1m5zKHsQD_ZQ684gAuVA,1159,Challenger
Gn3QSfnBexwdj_7F-AnoblqM506D9nNKSlYrQkuvpV2s4iBV0tGvTy2x4JZeGXtBy7FjwYepZDhwYA,1157,Challenger
jaKNgVoAk1XbazC7oAWu7yiXgl5OQ87gKNGveK-aFxWf0eJPKTgdGPMaApO6vFCnnD5RbKtqq88q2A,1157,Challenger
Zmz2JqnuEFIiAYfzNCXYnhvpACr6h1PE4AqFUm7eN1ctzal86Ia_aOuqCGTrc1wv9XPM3SNqf1328w,1157,Challenger
5yUJTGhT_oTIpOKbb_itnlIy4jfxcYKU57PbXtOLvcOsV4MMXALMq_rQq0nsrouDP2uqXV66a1nBug,1157,Challenger
1MDL78P8vDyUyjmiCY76ckr6_89nswMdju0FSqcHUwMzb_qCsbzbUDu8UqIOMfS9ZvgGT_GNf5PA6Q,1155,Challenger
UcnZzr1pML4d44cymMbQw6IJGqryziV3Gp3CcP20RseDV18yQJ1mDEbJAR47jfRB55m4w84CbC5wEQ,1155,Challenger
FCnYSpl8BRED3I1GUJ2cjkXE8NiA6FiU3o2oISMCnLnnVcknuzUF64mf8UQbsSs57vqhOShl7oD6wQ,1155,Challenger
wL3SW-PeLAqLTtBVAU2LAE_mIzWnncULftI0Cbkr92NAwDRX68iU_3rYp9Y8aNJ7VP9h3IFmKCt4fQ,1155,Challenger
uasl5MENHm6ey6VtCc5DZnJVQJjZ7KDYREa35kUqUshMibYQh6vFVdet4Ub3Hg8hKDTpuZUapUfwuQ,1154,Challenger
AylpNiY5faCbT3VXUsE2ba0sfQkR0YaL1sk26J5lYM_ImQiNmnJ2xF6fH58J0qa7JW3Lan2X19c6rA,1154,Challenger
mcCTmM3y8-3AgD4NEespMxodIfTZV8iRUI3s1e-lJDgtxtmOohQoqpYfNFJnpr5N1uF_GQqOlq59SQ,1153,Challenger
XcnO3pdQk4MRBY_2xWo3P8zMyXoAHI8wnf0qetDrtrFzg4TA63V--a_gXhelgbDHYKyremjE2UGlXQ,1153,Challenger
MwGOjxRXU1ZHx3aaZEJWgmMP1XJyI7iyKtnJksz47QHMmFRqKe-XhDn2V6Ymq-HSfIGGMNepdf8Hhw,1152,Challenger
XhUlc8u1W6zkYckVIF3HGAUyX5wKCpqApsdvzkiD0_WvughPYyPGxkzqM5egvyuf5fwMBOYJs7Hhaw,1151,Challenger
VeKqCICngjvh3LH9VbP3YUJWqdfDj6BegxZZb6TWWMCfMEdPImQ8B7kjRN4Ao-LqkBNwwAo-dxYFsA,1151,Challenger
dkbyM8cnKpWMvORZEdKjDcqJJliSLVwSto_QxKlWk20m6b1WW9t8e-3agkK24EmG-HdkjveYtZf1CQ,1150,Challenger
J62regweSBjArC94ArMToOKe6jy8BkTrBGri6j4wEq2Z6aezE8idaYo7Ub8fUcTMtqhO2-FRZ2YTiQ,1149,Challenger
kzKftgMRp-5NSKPvYZnrne7g-VYYgaR4O1D4KVSmn_fPnVzF7wfpCnJ8m9cMSo74eMPH9wGcc0awUQ,1149,Challenger
v37OUNIxUPIqj2F9hi04XsCEDsiYfcB6ZOA--6wACrI0J_h0LX8xjlQBeFChfAE7bPbVeGpqpJ1YQw,1148,Challenger
fyV3aEzw40M8O1RL2ZHBjBdSvnmIa2W_qpZCmQ8YmIKDFkna5Mx0eSZUd73zg2lRrLsbbXirPSYPMg,1148,Challenger
H_IDZUMz9fvavdwW9RRH81d0QSLphjx_xMruapu0D37INff64amcX_KisnkkCkE4Gy517hof1xyAyA,1148,Challenger
NA8u3AY_iLU6O0UpTw7yw3B8ymEC0dTCVRICYW8ns0SbnMUMLhJ-yA9yMd5bMkqoW-07TFVJ3qv1xw,1147,Challenger
nE4W-6OIxE68GNPcbLlqNX8E21hvQuYEsSRxsM-hNIi4F4vVGvkG1DGXTCHIqmQZGWNKgQm7JwP6ww,1147,Challenger
oqKiHQd-fyWyS6vWwqKv0VyHy2nHzKOO1oRcwo2UFHqpiTZ5b8EodlZCBdAnK8LAVVyDxdhEvATxjg,1147,Challenger
ZK-HJFdoLM-YJUAET5DF8xWOWbGPBA9CbdZ3weFGCRlr-ggu1uReKlWgEww2LiGfPNZZvAOiR2xiAg,1147,Challenger
AgdIQuhMWbQwspuchX806OJ4C6fR0pqBev7DZiT97RlrYuIeY5mMNBwkBOaUFCIGQJntrFRqy71t6g,1146,Challenger
k_vFgYaBWbYFM37hY7o0LCmj33Dyv6Kk1erZ-iUEhTGI_EsJqRKfiPhfdRBW86YwLkmTqVj1v13pAQ,1146,Challenger
TAgYOwqTV4jEOTu5RNdgHLDZoA5wnmVYKUB2TifMm9y87DI0rwbdTXHdD8yCuFwte9jIq-gptkUJDA,1146,Challenger
CFrVtGB0Y-PfzUvboX8rcZYZJcVIp7lTu_HCNTrE2uY49VdY7w2zca0QgSHxgmBe6lqxm0iRqLwZMg,1145,Challenger
P5nhDr2SXkECCeX4ZhP6fQJmR-FX7sYvZfPNG0oyv0uXT80eMts2K_hsbmkSrpqmN5NipEGhDhb3JA,1145,Challenger
fW2pW7A5GncrCQ5gwLe7M_HZs1XaHeOne8vh2RH2Vp1atmui6hKAW026dZwpfByU8rsCjxbk0r7q7w,1145,Challenger
x0TCgb5cr31s_eb28Dtl7SFL2mfLdOzmlFaVyAkiNCCK9bn029TpPAOV_6Ne1XlHdTUebmYXqFY3SA,1145,Challenger
t8N_AZ5_BMJd_NGiCJCnLENIq0AExqlAHTht8TZ0ycspv2CG6n7zGjSALboU6ioLinNpMr51LI0iLQ,1144,Challenger
8SpzIFbzS6DoXRWc6gNDnHOlpOpFR2i90Hsen8gTZKWK6Y4tlvo-PuqWJizvHu037Gz2uT5kR7TBLA,1143,Challenger
2QjApGFAxGciBLba3nZo1ujLwAuwbCo3IiM-cDaPteqtKI7XfalVXMs00Qx3CMK8x5ZIPRqEp3VWIg,1142,Challenger
YwkcqOQICbakGIoPMLwlrwHtH-C91iMPMsdg9J75TRQWHyw_o7e9KgOZVyM7hIKknH_XRq97f-eyxg,1141,Challenger
k-JoW0TW4P6yCy7R1mTO5oFiiDpTS_Ch8-4lLIssFD5jsxbtMU1H1Oj-_ob4JQxEHHpO7w4SY9ConA,1141,Challenger
XVGuN7MWoz3KP2f6mq1hEkoVJqnuufDjKckz6ZEt7HV3wvHuaxJmeagv9tpkMtYIcNTwGdgsvRR_xw,1141,Challenger
Bhii-O4FzqgI68pYoIFrHJQP2MiNnJt5HhlB2fX2kOL4qM60hv7EQtDslZ5pK7squjQ-gMR4o7f-Ew,1140,Challenger
Y_0c5MBjfVeKtVkIQ3VohX6PJKeu5atiWYbj3UnyEiZiEnGX_kGCWyWhuPYajej5Ze5Qm4RSa33fDw,1138,Challenger
J4KKn9yasTb5MRsm-1icYi134bLNGmHUr6h6Sr_VLlzKG9oFR6GYsYOvJMfv-xjcPArZys9EvJr96A,1138,Challenger
5aopna3tMTM-qRUAboGt1SMogByx2QzrmC2F3yxR5QL7RsiBs9tsTreQDEVwpuDKRryEPSyt1Mgucw,1138,Challenger
X5vQZxFcNKnwyFzZ0PvBHCqse1lpDIELyvG1Q9hY3fvHnXeDRqO-0btc6dgBxJhd26vFdszostmrEg,1137,Challenger
1zmA8I6umuesTCSGS8u6o-S6ULJfJofeMVn3HW3MdBhlbaPZ9omUD5JoM1q5SF-ZqZJbllcU8F7AtQ,1136,Challenger
epKO4rM3OcCiO-ydCJ2rXWoGcBAN88LQNAdLyoIrh230vLl6ririzPizWO-hgVMWIY67dEayW5Q9Uw,1136,Challenger
Qccc8lbaEJRptyxGy-AK9exiL-q4l_pT1qSLkXzyW8Ck80xhXBcEU4rKGTVckJKODv-vGWCigWfAnw,1136,Challenger
j_CBM9fPpG-ots9EEFi7P5RSMjqiCr0NQhZLV7s_OntJnJogVeQRO0_Va-xwqABkaiy4ea7-WJBpBw,1134,Challenger
IvY31nQPEUPKX0QBvJGvBeojLipKifYholeihrgxTKh4L1Y-OP1xT_Z6-YNNTvjyxX814lcvqHSKlw,1134,Challenger
Lr9P6p2P7Qe3oVcN0Dj7UyeXPRlCx1BcmSrbToYRDK7NcXJhVb8l2-Tufkrjv1z4YfsV2abCJt6Xug,1134,Challenger
vmlqYT4MzBk0BgbP0ptJP9oZKu4XnsBYDY-_qRGRbXYXdP-zJlWgXxxhUV4tQ12UZPY7l1q-9IFIgQ,1134,Challenger
5iDi27TWa80NjysTHActQvNtFpo8KUs4rMTK_pWdaVt7tDjULdzj95XRIReg0qbP4jgPWS30FaI2mA,1133,Challenger
5OQxNjRT95rQ1uv68noDWwnMIGqChuRA7WjnXEf5TYr1aUmgh2FD3HBMmQA2dLEwwSa8LXAjRpgY2Q,1132,Challenger
VoQX_h2tXpfzfMannsCvShSk9-tVsy1kemVlBzwqs8cYFcQSxfbzuma9VTHeJu_w2041ua6BnW8Ocg,1131,Challenger
29QOorU2nptUu0U2erUUSf9UsjMhfpJRXdMdqqQumcCI6AW1S8_W4kZaII7LuJw8RCYuVJLWLjMo_w,1131,Challenger
yff92yUq-qhg9BPy1I73OHXl2ttrStL3yYaE07Nze5OovguKcR65irNF46E5zpsp7w8fN-2kbtidcg,1131,Challenger
gbRL133xxgnBhP0WLS10VH7tDVItwJz4NEp_3iiVXdnpZDUr5y7bwSRM9uaFEareMmYqNm-QwA_JiA,1130,Challenger
Du_BBQyVSnZ3Vf8wWyk8D4BHpTRQjJjliYqCNVYVALKAXtwzDsT5sPccbqsA6w5cHZnOgiKMcRcWUw,1130,Challenger
4ut8o4xswO3aM-9_-BP-zLRnTU2iGR9-OF1UorfpCnd3HequiqqkFqShhxFYot1z5txQhcsYKXS7EQ,1130,Challenger
5uEoedI-8SSb-TP3YxMlv9K7cRLtRKI-QLAiZfPHdRsB_QgVkEpAIZOtpy66OIU7bZ4O14k1ShcRMg,1130,Challenger
1KLCzV4zgjRQoRR6oDa9LsSP8awtfqNUxrX_4VbwmN_LuZlIHBFHq7Fvy8BqEXvXfBjcinXkdVtttQ,1130,Challenger
oMyiV-xifOn3QLAXX2YQGfdRMIyc2TBZdvZJRCZQGwkB4ezi7ZtP174HLhf_BVZid6FpEojDZM3NeA,1128,Challenger
lp59yfvkRp2jWo47Z9Yb0rn6nB7E6Z1Qet3INS8k30syHpi21I-acqreiBGrGSAq_b0pXKBi6wgOlA,1128,Challenger
8_b7WOwfeTfqD2uqReoW0bvRk4GsCQk-wpHpbYlf0GgSLAgGGCoNdHTIsaxeLxFk5nbzO-BopknkOg,1127,Challenger
SQ8miveeA9TR2z3FntPWe4tJFtajjRF9WRTm_liTooRKARVCbl5HQY6mPglYzIXembUyhy0vJVJ5uQ,1127,Challenger
wRULlRT3SyST7lGEvBPOeqC1B9sZ3_CeF-6i7WJZw5oLAupwCcUdHpHBEls5Ndfx-kuGI2oV4TmjCw,1127,Challenger
oJDkPWHOu1_UmcU8IrLOoXkgLUrUYNUdwKnBqkIF1zLzDqUIr0Z-rd80eYXaXCZp18YdamRUQztpgQ,1127,Challenger
2uISegGjwxsXL5bVOrkBmGHH8x2vpItsXFpk6nkg_uHAE6nvnnsZsYRLZe4GFxDmW6-PvJ7hvpa6PQ,1126,Challenger
Ry6RsR-dtLeAnCHxac3dx_U7bteRBv2qLSe2Vf9eyqaBgWiCobQW69LV-Z7oDaY2-JtnIN7NjLdrWg,1125,Challenger
i_VDZ22JNJQpxgRq-kxTRdY7o9P9rjbX4e8FR9lXrADe79nS79wgATxTgP3zJ-F8HsZBnmoIlKmgLw,1125,Challenger
YU0V37pkxYxepny5pM3JeT0jADU3IWnirL7nAvrPNenTKZrf5V1Ub8wblCQCthtq710wjgo5x2iOeA,1124,Challenger
i6vD-1a4Uf7uFgMaOZGl4YMwOL80c3qo-7bRBjLbRz2TNqCQBlVpeQ2S5B2fmJy9k3feFs3wG9oBtg,1123,Challenger
TsG4lw_nL7Y0D06shEGbREbnYPhAJUtszBiHsZSYFg-degTRfSc1xtiVbdlCke2s9pA1WDx8oXW5OA,1122,Challenger
1s3h4Oi1jFIitfWBGMLSE9ImI6eaRk1-Tp8PMgiSyJb1k2jA6GBxPbexCi2u7Qbywpmg4J_g5PRGhA,1122,Challenger
gwaDuLt83WUfzRb1vs-zvATzaTHLf4FC2PZXC3MjTqpn9tVLKrPE4uoxVB6He-__qt1yIcFdIdKI8A,1121,Challenger
4cXvnAMsJ7eLhzfjvUylgXpeH5mgMSc32Qgl3pTYDzIjw2M4S7MLYGznKe_tri7ix4WPWwrO0w0Ozw,1121,Challenger
0s8GJ8P65XLGrJDwfTDyvOU2lGNl1apKWPfzY18KtSkjBLjT6H0M5jY1ywqiUMhhDo2fTNru4EZdeA,1121,Challenger
3jQUCqPG6jbHI5MCgH9VRv3P00ODFdLup8Rtlr3BXEjzX2oGP1oQ-CoeOfRSbxjMkjENVF4G9bwvWQ,1120,Challenger
GmdfXdmXmZrYVn4cmmIC3coSNgh7wsBEjzi3iUthfzHnVymE4lldkEHwYdc7SUsGDIdCxd5mnIBT_g,1119,Challenger
0tdRgQxo-UO_ovOOcXrnkRZRuRf480e-jNvaUHlLIBN8EVuwq7XFM2BwbA5Vd0f26YLucdgNfPThZg,1118,Challenger
yIWN5PFYx7a5HNTP2T6NBrQkuiOkjgM7rZYOi8dQmojgLF8Gk7LBB-U4FtwXt7fCImSEcEs8jqMCDw,1118,Challenger
_593WcC7k00leejbcDQPE5UArLc8Wwt3hB5BJO0mskPvW3cQAHFeL_9pg10mDs-vNlSO2AB3qay2aA,1118,Challenger
EAiMeAKqmeXUJb8EyjViVI9dLiz42NAlBMd1GYIVf9HPwVAYPYICh0bCHdVZZdMOlLzciJJ6yYOaNA,1117,Challenger
U12QQgQ1XEby-IGxLS-XEMYHLNvjG8OLMvHWwvzOXXKli2n3UCpg_6mxw0NpqNvLW1rA7cxGSHxv5w,1107,Challenger
35GmGIiRucCd774XeGAofcXP9FBAmwlLNYJ9Aa4Jqg84yAoA7xRn1rKg0uP9CFIX8kd5OVL9lHFEVA,1106,Challenger
JABAHFEJhsFUYg32CmHFrtlz8Q7nt2UkX7GP6MjpLsKs1YDSb_xYul6XgPzhJAk9VZxo4oO88esUNw,1105,Challenger
TbL3PrmpuzmHGjlCtd5hyIGrerDLh-00BahT_y7pq-KwcUUyJdJ4zNZRVWQv9U25NcZr9eQ_vqOO5w,1093,Challenger
KDnvNLFz9qUsOn1IRh9v9HaPh_4jz5VwERckQkP226XDX8qx4jgU7ua9R3ILJj-rpkvgtxMMmRg6Tg,1089,Challenger
B__LeYsPNy9_DPEs1slW6oBdQWcLWJZCoZxQCEsHkQW6q-1BVnHbXt7z9bHiA-6lgvZtW2x7_jmifA,1075,Challenger
7L7cmzOxBf5QMSwb1g4sO_7fSWri-CllT1MwQU8I7XaqsoF5hoY8PGirDLEeqlJJrZ7DdIp1r7_dHQ,1069,Challenger
VVSc_yEssfitWXwzCVFyIz6D8Dc8JezInWcvpgnp3SsH0wTAdvSLXSGnfUyR3RyFw5y-fxs1s9S-XA,1026,Challenger
Q8yw-r_DK43Hwnr_tmVzu2GPqaLI0rzNvn2Pgxf8OVATU7iWDDyjKhSKGeLd_-0jiCKF58XKjAhc3w,1009,Challenger
RNW_-lQnloWk5YSLOK5d5ZhYRF9flYepwsQVSjj-tNFvn2Lb1tKDBY-ZPw2brZVuwsOAT44vmZre_Q,1218,Grandmaster
2T7bmx0pcfwHXrXQtV-v52kgWp-lx7n8icioDGrk8GTRysh20OEgVYLvhUjePo-0R3DaDCy2gqdtlg,1185,Grandmaster
jUnzw31TFzD2xC5Ib1GkuKmHn66VLZQpjzJVU6cT21J-yAcN5MplPrjSNl-m-__td-9D6PX6TbLKWg,1173,Grandmaster
hZ2FfYcx-w5IAPrTtK4zf0RWaYA7QkARmh2DB12c5nEVkkzKvnolAfdQKQMDFuHgNjXVdo4p-O2pCA,1150,Grandmaster
8NX98uVOmKE-S6SX_18CTy_qIy3Fb8DDy0kpWL2JyHovzp7RZrTHQNaDu5dz6oDpFgv0n8idE8hSSw,1149,Grandmaster
z40XDRZEve5vWiICsAiwZp6GNUAv1epoISaxDbpeYzlTcRIM95eRybwjEQAwX3OKD4jALNXJ7wMz1A,1148,Grandmaster
NqSzCtg-O30VMxvZzB8aEJlPyqmB4td3CEBosJtqQt5l12LYQ4FcbTGV3TNrxqPixLgO6rGZzrPTyA,1143,Grandmaster
EVaRBA4vR2FSeJ8YU2UkvL2rK4p2iPlrHxv09fmUHsk8ImRhD9NZ_9zLA2wF2-Z_I9ydnNWopJVWRA,1137,Grandmaster
AtTtSETmkH__kC0-wSv0nAmBwfhBPR8Z-ckYckbagjuOoGKSSUhrjhYvFYrobpcXNynD65evRMxyKA,1133,Grandmaster
Y0klEWG4ZlWMLOqz1tU_WhjG_tX4TgyTIwxzrmFuCxLl1p4zOnu2DlDJnscm0YEB61F9xshdGpdyPw,1130,Grandmaster
hYRJP1TmHywoY-BXhZtBSW4mjOcQQ9zZvuth8_fR40cIIRGmnJvLbkDE0014etxsLsSjizQE2NwOgg,1130,Grandmaster
IYF1S6ycPsoFQnP9GiNsKof7-D1ubSQyanns8wGZY-ut7aK5YoxykjNzCyzzXkLQPw1QDlrYCkKs5Q,1126,Grandmaster
iZcn5pnnMUl73wfyqTnuEKeVmXTMJvzmfvPnQuyJ1sKOu6JUG6Tr_E3BcAop49QZX7IpXKXp7nTdQg,1125,Grandmaster
U9TkufFYEXS5YzmshgML1cb2XGfW9GJIkmupRWvvNTGklhiihkshdyYjQC642tKKk-lOxZMbl1LqfA,1124,Grandmaster
a6XSNTZt9eh8F_kUxYxC-o8h-UxQzWE42RsZVY4PnzvGZGNjGtlZk-2a-STUBk6i8NBX4BdxZDcNIw,1117,Grandmaster
vtp5atrxB93M9LJrasoAIOavKslesgtH89JWEf8p2LxLBPiawNK_7r6oZgOtfAIAOmN1P4ag8fO2DQ,1117,Grandmaster
6yXFRdsRDxbws3tKydEYGBXEq-pqG1fAErFONs0te9ksxSi4o5ylvIpK8pLVhsL1hDBhwkg5Ka15Zg,1117,Grandmaster
iBtixCsO1EUsB4R6s3XSQyQBJgQ90vt4OL36uTNTeqjwohlqBF6xyaOpym2MuffoYOUUXm9QlJMfrw,1116,Grandmaster
kvhoJVTc0exKUz_cu8Q_Mz7kvWXQ_VLE-nif-PbmTi6rj1KMRh3IgLgc6Mel-9VG_ZExr8jS2h3cdw,1116,Grandmaster
NfTk_WQBEbXV_NtchZnTgQa2bK6rmMAhyYPCMHelgoKbTYf8PWE_Ww0J5JIMeWbcujOHU_te04rHdQ,1115,Grandmaster
IgyVeVnvCGWX_Uqztp51pbMStA3PaiMIPp3Zncx29cTbHT9xOrDpU2endV2BFdLYSicZqiYVXRMQCA,1112,Grandmaster
w-1ah75SH87wcPAEShR4_P7k_d31juLnZN-pIk3I2Phm_dHMgWYhegnOuyA7VXhm7nP2J0KlGxMhxg,1112,Grandmaster
3nuTuNmFV0KjYciD6Z-huCRVVqVBCPYT0eUVyPsGRhy7N7KkNHsJo7JMFGnuCJsxQYVXWLOSu6eScQ,1112,Grandmaster
jIvLUV3u1FfdNT3YFPg1j1H0D4t-hJxgptJwqZoOVNEAClanuNq610_8U0B6QSfEJE7EnKBDNjBmVw,1110,Grandmaster
iKWuvsx_vvSQnJ-V396w0ujvuVBYoz2sO0csIXozwq9tkN6paLSgP3Tp0vG3I23SlszkhIURbUlk5Q,1110,Grandmaster
kDx0MlOL0S7IklMkfv6NxJV-I3juIpbv8cvzp8FZW3hDS56inxGbbcKB0iHCrTCMWgN1MCwIZTY7gA,1109,Grandmaster
qVXiZBQVfynXFm4STYXkMQORAav3gHO4L7zMF4a6P0qGDUYUkbXeH98WsKeNmXNYWO5sC3uafQudcQ,1109,Grandmaster
ZRwZMlJOxAZsj9BkAKYeuFRgIVIg5t5iGr3hR2lTXV2TQtns6z34emhHwEHNHQW5_dQ7uGnKsspDxQ,1109,Grandmaster
pRn35ddcMVk-Y0fTLOoCA8PNu7SVHH2GJOs3YWqSNCwOGX91aSYLLeFyVkJBB1jJQiGFtyNCF4jNUA,1106,Grandmaster
3mTeyTmAhvMMdkFUCpLn-vAn0B7aR5G5bh4V9W9rQjXtt02JcOUMj-gHxAJX8U59HwPuMEImUoqCKg,1105,Grandmaster
adRisK50KzflnK4Lxt1hZPrFuDXn1CaA4PGBngp3ybmmkjTURny82cx-9y5SM3ZHhA9ZfrG3DytZJQ,1103,Grandmaster
oxMNLhvohvNLwKz0KgZhQiDvbOMFWRyewnjnzbsB27u0pCoVnb_jHtvOPubSibmlev09VKJOByak2Q,1102,Grandmaster
eMcWfE0B8SFSgT2yd8l8KANRpqSeM6kpElZT0KoQqZbR9nHipCUAWTLo6SsqmcMfAUul4R4vx_8H0Q,1102,Grandmaster
